Date,Transact. No.,Symbol,Buyer,Seller,Quantity,Rate,Amount
2019-03-18,2019031801004638,ADBL,26,43,500,301.00,"150,500.00"
2019-03-18,2019031801004635,ADBL,26,36,453,301.00,"136,353.00"
2019-03-18,2019031801004324,AKJCL,39,26,10,83.00,830.00
2019-03-18,2019031801004738,ALICL,8,17,400,396.00,"158,400.00"
2019-03-18,2019031801004561,ALICL,38,52,228,393.00,"89,604.00"
2019-03-18,2019031801004560,ALICL,50,52,200,393.00,"78,600.00"
2019-03-18,2019031801004559,ALICL,44,52,322,394.00,"126,868.00"
2019-03-18,2019031801004558,ALICL,40,52,50,394.00,"19,700.00"
2019-03-18,2019031801004557,ALICL,43,52,150,395.00,"59,250.00"
2019-03-18,2019031801004556,ALICL,50,52,50,395.00,"19,750.00"
2019-03-18,2019031801004526,ALICL,42,32,50,396.00,"19,800.00"
2019-03-18,2019031801004525,ALICL,45,32,50,396.00,"19,800.00"
2019-03-18,2019031801004812,API,11,58,190,134.00,"25,460.00"
2019-03-18,2019031801004725,API,48,53,100,135.00,"13,500.00"
2019-03-18,2019031801004724,API,39,53,10,135.00,"1,350.00"
2019-03-18,2019031801004723,API,7,53,150,136.00,"20,400.00"
2019-03-18,2019031801004709,API,7,49,60,136.00,"8,160.00"
2019-03-18,2019031801004708,API,7,28,790,136.00,"107,440.00"
2019-03-18,2019031801004517,API,25,28,50,136.00,"6,800.00"
2019-03-18,2019031801004478,API,6,45,100,135.00,"13,500.00"
2019-03-18,2019031801004616,BARUN,25,44,100,96.00,"9,600.00"
2019-03-18,2019031801004602,BARUN,25,44,100,96.00,"9,600.00"
2019-03-18,2019031801004545,BARUN,56,10,88,95.00,"8,360.00"
2019-03-18,2019031801004544,BARUN,49,10,"1,000",95.00,"95,000.00"
2019-03-18,2019031801004543,BARUN,21,10,342,96.00,"32,832.00"
2019-03-18,2019031801004494,BARUN,21,44,658,96.00,"63,168.00"
2019-03-18,2019031801004467,BARUN,39,10,10,97.00,970.00
2019-03-18,2019031801004761,BFC,43,47,100,94.00,"9,400.00"
2019-03-18,2019031801004735,BOKL,35,25,15,248.00,"3,720.00"
2019-03-18,2019031801004617,BOKL,52,16,"1,242",247.00,"306,774.00"
2019-03-18,2019031801004552,BOKL,13,16,158,247.00,"39,026.00"
2019-03-18,2019031801004551,BOKL,19,16,100,247.00,"24,700.00"
2019-03-18,2019031801004568,BPCL,58,38,50,364.00,"18,200.00"
2019-03-18,2019031801004756,CBBL,58,6,100,880.00,"88,000.00"
2019-03-18,2019031801004755,CBBL,29,6,300,881.00,"264,300.00"
2019-03-18,2019031801004754,CBBL,38,6,200,881.00,"176,200.00"
2019-03-18,2019031801004753,CBBL,49,6,100,881.00,"88,100.00"
2019-03-18,2019031801004752,CBBL,16,6,500,882.00,"441,000.00"
