Date,Transact. No.,Symbol,Buyer,Seller,Quantity,Rate,Amount
2019-09-03,2019090301007651,ADBL,39,25,100,424.00,"42,400.00"
2019-09-03,2019090301007567,AHPC,21,3,500,101.00,"50,500.00"
2019-09-03,2019090301007699,AKJCL,29,43,10,59.00,590.00
2019-09-03,2019090301007698,AKJCL,41,43,10,59.00,590.00
2019-09-03,2019090301007616,AKPL,5,25,10,156.00,"1,560.00"
2019-09-03,2019090301007788,ALBSL,37,25,10,456.00,"4,560.00"
2019-09-03,2019090301007787,ALBSL,37,41,10,450.00,"4,500.00"
2019-09-03,2019090301007547,ALBSL,25,25,10,448.00,"4,480.00"
2019-09-03,2019090301007511,ALBSL,7,25,20,440.00,"8,800.00"
2019-09-03,2019090301007452,ALBSL,7,5,10,438.00,"4,380.00"
2019-09-03,2019090301007355,ALBSL,52,5,10,444.00,"4,440.00"
2019-09-03,2019090301007648,ALICL,42,35,100,333.00,"33,300.00"
2019-09-03,2019090301007544,ALICL,14,45,30,329.00,"9,870.00"
2019-09-03,2019090301007383,ALICL,39,25,50,330.00,"16,500.00"
2019-09-03,2019090301007580,API,25,51,50,118.00,"5,900.00"
2019-09-03,2019090301007474,API,25,51,50,118.00,"5,900.00"
2019-09-03,2019090301007421,API,53,36,150,117.00,"17,550.00"
2019-09-03,2019090301007414,API,16,36,300,117.00,"35,100.00"
2019-09-03,2019090301007359,API,48,36,50,117.00,"5,850.00"
2019-09-03,2019090301007358,API,48,32,250,117.00,"29,250.00"
2019-09-03,2019090301007326,API,25,32,15,117.00,"1,755.00"
2019-09-03,2019090301007382,BARUN,56,56,10,86.00,860.00
2019-09-03,2019090301007333,BARUN,56,56,10,85.00,850.00
2019-09-03,2019090301007786,BOKL,53,28,400,260.00,"104,000.00"
2019-09-03,2019090301007641,BOKL,7,28,100,260.00,"26,000.00"
2019-09-03,2019090301007393,BOKL,50,52,100,260.00,"26,000.00"
2019-09-03,2019090301007392,BOKL,50,34,"1,000",260.00,"260,000.00"
2019-09-03,2019090301007380,BOKL,28,48,11,259.00,"2,849.00"
2019-09-03,2019090301007695,BPCL,33,36,10,390.00,"3,900.00"
2019-09-03,2019090301007694,BPCL,33,16,100,389.00,"38,900.00"
