Date,Transact. No.,Symbol,Buyer,Seller,Quantity,Rate,Amount
2019-11-07,2019110701004746,ADBL,39,58,801,415.00,"332,415.00"
2019-11-07,2019110701005024,AKBSL,43,17,30,418.00,"12,540.00"
2019-11-07,2019110701004999,AKBSL,43,57,10,415.00,"4,150.00"
2019-11-07,2019110701004998,AKBSL,43,17,10,415.00,"4,150.00"
2019-11-07,2019110701004930,AKBSL,43,50,10,414.00,"4,140.00"
2019-11-07,2019110701004733,ALICL,49,58,500,312.00,"156,000.00"
2019-11-07,2019110701004556,ALICL,49,32,214,312.00,"66,768.00"
2019-11-07,2019110701004668,API,57,29,"1,000",106.00,"106,000.00"
2019-11-07,2019110701004661,API,16,21,15,105.00,"1,575.00"
2019-11-07,2019110701004592,API,25,29,50,106.00,"5,300.00"
2019-11-07,2019110701004583,API,16,29,"1,796",105.00,"188,580.00"
2019-11-07,2019110701004582,API,57,29,"1,000",105.00,"105,000.00"
2019-11-07,2019110701004581,API,25,29,200,105.00,"21,000.00"
2019-11-07,2019110701004580,API,29,29,504,105.00,"52,920.00"
2019-11-07,2019110701005009,BOKL,42,6,10,227.00,"2,270.00"
2019-11-07,2019110701004997,BOKL,42,25,259,226.00,"58,534.00"
2019-11-07,2019110701004981,BOKL,39,5,24,222.00,"5,328.00"
2019-11-07,2019110701004980,BOKL,44,5,200,222.00,"44,400.00"
2019-11-07,2019110701004979,BOKL,28,5,200,222.00,"44,400.00"
2019-11-07,2019110701004674,BOKL,49,54,36,225.00,"8,100.00"
2019-11-07,2019110701004673,BOKL,28,54,64,225.00,"14,400.00"
2019-11-07,2019110701004742,BOKL,32,5,500,225.00,"112,500.00"
2019-11-07,2019110701004741,BOKL,46,5,27,225.00,"6,075.00"
2019-11-07,2019110701004740,BOKL,17,5,50,225.00,"11,250.00"
2019-11-07,2019110701004739,BOKL,51,5,50,225.00,"11,250.00"
2019-11-07,2019110701004738,BOKL,5,5,70,225.00,"15,750.00"
2019-11-07,2019110701004737,BOKL,49,5,164,225.00,"36,900.00"
2019-11-07,2019110701004966,BOKL,8,5,"1,000",224.00,"224,000.00"
2019-11-07,2019110701004965,BOKL,41,5,214,224.00,"47,936.00"
2019-11-07,2019110701004772,BOKL,41,42,500,224.00,"112,000.00"
2019-11-07,2019110701004748,BOKL,56,25,30,226.00,"6,780.00"
2019-11-07,2019110701004744,BOKL,8,5,"1,000",225.00,"225,000.00"
2019-11-07,2019110701004743,BOKL,35,5,30,225.00,"6,750.00"
2019-11-07,2019110701004972,BOKL,58,5,50,223.00,"11,150.00"
2019-11-07,2019110701004971,BOKL,59,5,200,224.00,"44,800.00"
2019-11-07,2019110701004970,BOKL,50,5,"1,000",224.00,"224,000.00"
2019-11-07,2019110701004969,BOKL,21,5,"1,000",224.00,"224,000.00"
2019-11-07,2019110701004968,BOKL,52,5,100,224.00,"22,400.00"
2019-11-07,2019110701004967,BOKL,21,5,300,224.00,"67,200.00"
2019-11-07,2019110701004978,BOKL,4,5,200,222.00,"44,400.00"
2019-11-07,2019110701004977,BOKL,38,5,200,223.00,"44,600.00"
2019-11-07,2019110701004976,BOKL,4,5,200,223.00,"44,600.00"
2019-11-07,2019110701004975,BOKL,42,5,200,223.00,"44,600.00"
2019-11-07,2019110701004974,BOKL,57,5,21,223.00,"4,683.00"
2019-11-07,2019110701004973,BOKL,6,5,"2,000",223.00,"446,000.00"
2019-11-07,2019110701004905,BPCL,33,47,10,368.00,"3,680.00"
2019-11-07,2019110701004904,BPCL,33,6,55,365.00,"20,075.00"
2019-11-07,2019110701004903,BPCL,33,6,100,364.00,"36,400.00"
2019-11-07,2019110701004963,CBBL,28,45,51,965.00,"49,215.00"
2019-11-07,2019110701004666,CBBL,44,45,125,968.00,"121,000.00"
2019-11-07,2019110701004557,CBBL,28,5,110,965.00,"106,150.00"
2019-11-07,2019110701004990,CBL,59,16,"1,746",140.00,"244,440.00"
2019-11-07,2019110701004989,CBL,59,16,"1,500",140.00,"210,000.00"
2019-11-07,2019110701004988,CBL,42,16,500,140.00,"70,000.00"
2019-11-07,2019110701004987,CBL,6,16,50,140.00,"7,000.00"
2019-11-07,2019110701004986,CBL,42,16,100,140.00,"14,000.00"
2019-11-07,2019110701004985,CBL,56,16,200,140.00,"28,000.00"
2019-11-07,2019110701004984,CBL,52,16,200,140.00,"28,000.00"
2019-11-07,2019110701004983,CBL,21,16,692,140.00,"96,880.00"
2019-11-07,2019110701004846,CBL,21,29,59,140.00,"8,260.00"
2019-11-07,2019110701004584,CBL,45,16,12,141.00,"1,692.00"
2019-11-07,2019110701005001,CCBL,49,45,100,155.00,"15,500.00"
2019-11-07,2019110701004808,CCBL,49,57,121,155.00,"18,755.00"
2019-11-07,2019110701004638,CCBL,11,16,50,156.00,"7,800.00"
2019-11-07,2019110701004587,CCBL,49,11,40,155.00,"6,200.00"
2019-11-07,2019110701004561,CCBL,49,14,250,155.00,"38,750.00"
2019-11-07,2019110701004876,CFCL,36,22,235,110.00,"25,850.00"
2019-11-07,2019110701004875,CFCL,36,17,265,109.00,"28,885.00"
2019-11-07,2019110701004913,CIT,21,44,10,"1,755.00","17,550.00"
2019-11-07,2019110701004912,CIT,56,44,112,"1,755.00","196,560.00"
2019-11-07,2019110701004911,CIT,25,44,100,"1,756.00","175,600.00"
2019-11-07,2019110701004910,CIT,34,44,100,"1,757.00","175,700.00"
2019-11-07,2019110701004909,CIT,57,44,50,"1,760.00","88,000.00"
2019-11-07,2019110701004908,CIT,51,44,18,"1,760.00","31,680.00"
2019-11-07,2019110701005045,CZBIL,6,14,300,190.00,"57,000.00"
2019-11-07,2019110701004759,CZBIL,6,42,10,189.00,"1,890.00"
2019-11-07,2019110701004735,CZBIL,7,14,22,190.00,"4,180.00"
2019-11-07,2019110701004734,CZBIL,7,34,678,190.00,"128,820.00"
2019-11-07,2019110701004727,DBBL,8,52,65,123.00,"7,995.00"
2019-11-07,2019110701004726,DBBL,48,52,40,123.00,"4,920.00"
2019-11-07,2019110701004725,DBBL,42,52,195,123.00,"23,985.00"
2019-11-07,2019110701004991,DDBL,41,13,112,737.00,"82,544.00"
2019-11-07,2019110701004831,EBL,56,56,1,558.00,558.00
2019-11-07,2019110701004779,EBL,48,28,57,557.00,"31,749.00"
