Date,Transact. No.,Symbol,Buyer,Seller,Quantity,Rate,Amount
2020-01-22,2020012201015337,ADBL,47,17,100,386.00,"38,600.00"
2020-01-22,2020012201015079,ADBL,35,4,50,385.00,"19,250.00"
2020-01-22,2020012201015435,AKPL,29,19,10,128.00,"1,280.00"
2020-01-22,2020012201015404,AKPL,29,5,200,127.00,"25,400.00"
2020-01-22,2020012201015403,AKPL,29,10,141,127.00,"17,907.00"
2020-01-22,2020012201015319,AKPL,48,21,100,126.00,"12,600.00"
2020-01-22,2020012201015487,ALBSL,16,39,10,670.00,"6,700.00"
2020-01-22,2020012201015464,ALICL,1,57,15,525.00,"7,875.00"
2020-01-22,2020012201015460,ALICL,25,57,10,525.00,"5,250.00"
2020-01-22,2020012201015411,ALICL,1,22,266,526.00,"139,916.00"
2020-01-22,2020012201015410,ALICL,1,57,18,520.00,"9,360.00"
2020-01-22,2020012201015396,ALICL,48,57,200,520.00,"104,000.00"
2020-01-22,2020012201015395,ALICL,5,57,500,523.00,"261,500.00"
2020-01-22,2020012201015121,ALICL,44,57,100,525.00,"52,500.00"
2020-01-22,2020012201015394,ALICL,49,57,82,524.00,"42,968.00"
2020-01-22,2020012201015366,ALICL,49,38,228,524.00,"119,472.00"
2020-01-22,2020012201015357,ALICL,49,45,100,524.00,"52,400.00"
2020-01-22,2020012201015300,ALICL,49,17,100,524.00,"52,400.00"
2020-01-22,2020012201015224,ALICL,58,17,100,525.00,"52,500.00"
2020-01-22,2020012201015129,ALICL,49,26,490,524.00,"256,760.00"
2020-01-22,2020012201015368,API,25,6,20,124.00,"2,480.00"
2020-01-22,2020012201015367,API,25,49,80,123.00,"9,840.00"
2020-01-22,2020012201015309,API,25,49,25,123.00,"3,075.00"
2020-01-22,2020012201015173,API,1,38,13,121.00,"1,573.00"
2020-01-22,2020012201015125,API,40,38,200,122.00,"24,400.00"
2020-01-22,2020012201015124,API,22,38,50,122.00,"6,100.00"
2020-01-22,2020012201015123,API,25,38,237,122.00,"28,914.00"
2020-01-22,2020012201015425,BFC,21,45,207,102.00,"21,114.00"
2020-01-22,2020012201015424,BFC,34,45,293,102.00,"29,886.00"
2020-01-22,2020012201015419,BOKL,5,45,10,235.00,"2,350.00"
2020-01-22,2020012201015455,CBBL,26,3,18,891.00,"16,038.00"
2020-01-22,2020012201015117,CBBL,26,4,50,891.00,"44,550.00"
2020-01-22,2020012201015354,CBL,43,48,10,151.00,"1,510.00"
2020-01-22,2020012201015484,CCBL,45,39,122,184.00,"22,448.00"
2020-01-22,2020012201015483,CCBL,45,39,301,185.00,"55,685.00"
2020-01-22,2020012201015444,CCBL,45,38,199,185.00,"36,815.00"
2020-01-22,2020012201015311,CHL,11,41,15,92.00,"1,380.00"
2020-01-22,2020012201015211,CHL,59,41,50,92.00,"4,600.00"
2020-01-22,2020012201015210,CHL,11,41,35,93.00,"3,255.00"
2020-01-22,2020012201015209,CIT,3,35,300,"2,225.00","667,500.00"
2020-01-22,2020012201015294,CLBSL,45,20,10,892.00,"8,920.00"
2020-01-22,2020012201015379,CZBIL,41,33,24,197.00,"4,728.00"
2020-01-22,2020012201015155,CZBIL,57,49,500,198.00,"99,000.00"
2020-01-22,2020012201015375,DDBL,25,16,200,"1,039.00","207,800.00"
2020-01-22,2020012201015308,DDBL,25,38,115,"1,038.00","119,370.00"
2020-01-22,2020012201015281,DDBL,38,38,35,"1,038.00","36,330.00"
2020-01-22,2020012201015164,DDBL,38,1,100,"1,037.00","103,700.00"
2020-01-22,2020012201015508,EBL,1,44,720,617.00,"444,240.00"
2020-01-22,2020012201015507,EBL,14,44,780,618.00,"482,040.00"
2020-01-22,2020012201015423,EBL,14,58,185,618.00,"114,330.00"
2020-01-22,2020012201015422,EBL,29,58,100,619.00,"61,900.00"
2020-01-22,2020012201015213,EBL,7,55,50,619.00,"30,950.00"
2020-01-22,2020012201015212,EBL,51,55,50,619.00,"30,950.00"
2020-01-22,2020012201015190,EBL,56,55,500,621.00,"310,500.00"
2020-01-22,2020012201015445,EIC,57,52,50,352.00,"17,600.00"
2020-01-22,2020012201015120,EIC,25,17,150,350.00,"52,500.00"
