Date,Transact. No.,Symbol,Buyer,Seller,Quantity,Rate,Amount
2020-01-27,2020012701011041,ADBL,5,22,10,387.00,"3,870.00"
2020-01-27,2020012701011040,ADBL,5,28,310,385.00,"119,350.00"
2020-01-27,2020012701010969,AHPC,43,34,10,96.00,960.00
2020-01-27,2020012701011193,ALICL,52,57,100,520.00,"52,000.00"
2020-01-27,2020012701011134,ALICL,26,57,588,520.00,"305,760.00"
2020-01-27,2020012701011133,ALICL,26,5,200,520.00,"104,000.00"
2020-01-27,2020012701011132,ALICL,26,44,712,520.00,"370,240.00"
2020-01-27,2020012701010966,ALICL,50,8,"1,000",519.00,"519,000.00"
2020-01-27,2020012701010965,ALICL,50,48,500,518.00,"259,000.00"
2020-01-27,2020012701010828,API,25,33,100,118.00,"11,800.00"
2020-01-27,2020012701010827,API,25,7,500,117.00,"58,500.00"
2020-01-27,2020012701010826,API,25,33,900,116.00,"104,400.00"
2020-01-27,2020012701010775,API,34,33,400,116.00,"46,400.00"
2020-01-27,2020012701011093,BOKL,25,45,10,235.00,"2,350.00"
2020-01-27,2020012701011092,BOKL,25,11,50,232.00,"11,600.00"
2020-01-27,2020012701010822,BPCL,7,45,11,322.00,"3,542.00"
2020-01-27,2020012701010821,BPCL,7,17,684,322.00,"220,248.00"
2020-01-27,2020012701010782,CBBL,43,39,350,904.00,"316,400.00"
2020-01-27,2020012701010781,CBBL,43,42,50,903.00,"45,150.00"
2020-01-27,2020012701011150,CBL,32,17,350,145.00,"50,750.00"
2020-01-27,2020012701011044,CBL,41,41,10,146.00,"1,460.00"
2020-01-27,2020012701010844,CBL,42,41,65,146.00,"9,490.00"
2020-01-27,2020012701010843,CBL,42,41,335,146.00,"48,910.00"
2020-01-27,2020012701010853,CCBL,51,17,53,181.00,"9,593.00"
2020-01-27,2020012701010852,CCBL,40,17,200,181.00,"36,200.00"
2020-01-27,2020012701010851,CCBL,33,17,103,182.00,"18,746.00"
2020-01-27,2020012701010724,CCBL,37,39,396,183.00,"72,468.00"
2020-01-27,2020012701011113,CHCL,3,56,10,420.00,"4,200.00"
2020-01-27,2020012701010929,CIT,1,22,100,"2,193.00","219,300.00"
2020-01-27,2020012701010807,CIT,51,13,75,"2,192.00","164,400.00"
2020-01-27,2020012701010783,CIT,39,13,25,"2,192.00","54,800.00"
2020-01-27,2020012701010766,CZBIL,22,14,288,192.00,"55,296.00"
2020-01-27,2020012701010765,CZBIL,17,14,100,192.00,"19,200.00"
2020-01-27,2020012701010764,CZBIL,34,14,112,192.00,"21,504.00"
2020-01-27,2020012701010754,CZBIL,49,42,500,194.00,"97,000.00"
2020-01-27,2020012701010753,CZBIL,49,38,500,194.00,"97,000.00"
2020-01-27,2020012701010719,CZBIL,34,6,75,192.00,"14,400.00"
2020-01-27,2020012701010713,CZBIL,21,6,200,193.00,"38,600.00"
2020-01-27,2020012701011185,DDBL,25,6,500,805.00,"402,500.00"
2020-01-27,2020012701011184,DDBL,41,6,50,805.00,"40,250.00"
2020-01-27,2020012701011148,DDBL,58,6,10,806.00,"8,060.00"
2020-01-27,2020012701011091,DDBL,5,6,10,806.00,"8,060.00"
2020-01-27,2020012701011082,DDBL,36,6,30,806.00,"24,180.00"
2020-01-27,2020012701011001,DDBL,25,6,100,806.00,"80,600.00"
2020-01-27,2020012701010817,DDBL,44,6,50,805.00,"40,250.00"
2020-01-27,2020012701010809,DDBL,7,6,100,805.00,"80,500.00"
2020-01-27,2020012701010803,DDBL,44,6,200,805.00,"161,000.00"
2020-01-27,2020012701010786,DDBL,22,6,500,805.00,"402,500.00"
2020-01-27,2020012701010768,DDBL,55,48,90,803.00,"72,270.00"
2020-01-27,2020012701010767,DDBL,45,48,10,804.00,"8,040.00"
2020-01-27,2020012701011192,EIC,5,55,160,344.00,"55,040.00"
2020-01-27,2020012701011191,EIC,5,38,50,343.00,"17,150.00"
