Date,Transact. No.,Symbol,Buyer,Seller,Quantity,Rate,Amount
2021-03-04,2021030405013284,NIFRA,38,38,50,552.00,"27,600.00"
2021-03-04,2021030405013283,NIFRA,5,34,50,548.00,"27,400.00"
2021-03-04,2021030405013282,NIFRA,34,59,180,555.00,"99,900.00"
2021-03-04,2021030405013281,NIFRA,34,53,40,554.00,"22,160.00"
2021-03-04,2021030405013280,NIFRA,34,34,20,554.00,"11,080.00"
2021-03-04,2021030405013279,NIFRA,34,45,60,553.00,"33,180.00"
2021-03-04,2021030405012790,NIFRA,35,58,60,558.00,"33,480.00"
2021-03-04,2021030405012788,NIFRA,35,49,110,558.00,"61,380.00"
2021-03-04,2021030405012787,NIFRA,35,57,50,558.00,"27,900.00"
2021-03-04,2021030405012797,NIFRA,35,57,50,558.00,"27,900.00"
2021-03-04,2021030405012796,NIFRA,35,35,50,558.00,"27,900.00"
2021-03-04,2021030405012794,NIFRA,35,44,50,558.00,"27,900.00"
2021-03-04,2021030405012793,NIFRA,35,41,60,558.00,"33,480.00"
2021-03-04,2021030405012792,NIFRA,35,34,50,558.00,"27,900.00"
2021-03-04,2021030405012791,NIFRA,35,6,50,558.00,"27,900.00"
2021-03-04,2021030405012804,NIFRA,35,28,500,558.00,"279,000.00"
2021-03-04,2021030405012802,NIFRA,35,44,40,558.00,"22,320.00"
2021-03-04,2021030405012801,NIFRA,35,34,50,558.00,"27,900.00"
2021-03-04,2021030405012800,NIFRA,35,45,50,558.00,"27,900.00"
2021-03-04,2021030405012799,NIFRA,35,35,50,558.00,"27,900.00"
2021-03-04,2021030405012798,NIFRA,35,39,60,558.00,"33,480.00"
2021-03-04,2021030405012811,NIFRA,35,7,20,558.00,"11,160.00"
2021-03-04,2021030405012810,NIFRA,35,19,20,558.00,"11,160.00"
2021-03-04,2021030405012809,NIFRA,35,6,50,558.00,"27,900.00"
2021-03-04,2021030405012808,NIFRA,35,26,60,558.00,"33,480.00"
2021-03-04,2021030405012807,NIFRA,35,46,60,558.00,"33,480.00"
2021-03-04,2021030405012806,NIFRA,35,44,60,558.00,"33,480.00"
2021-03-04,2021030405012817,NIFRA,35,49,50,558.00,"27,900.00"
2021-03-04,2021030405012816,NIFRA,35,21,50,558.00,"27,900.00"
2021-03-04,2021030405012815,NIFRA,35,58,60,558.00,"33,480.00"
2021-03-04,2021030405012814,NIFRA,35,34,50,558.00,"27,900.00"
2021-03-04,2021030405012813,NIFRA,35,22,50,558.00,"27,900.00"
2021-03-04,2021030405012812,NIFRA,35,16,40,558.00,"22,320.00"
2021-03-04,2021030405012824,NIFRA,35,34,60,558.00,"33,480.00"
2021-03-04,2021030405012822,NIFRA,35,44,60,558.00,"33,480.00"
2021-03-04,2021030405012821,NIFRA,35,6,10,558.00,"5,580.00"
2021-03-04,2021030405012820,NIFRA,35,44,50,558.00,"27,900.00"
2021-03-04,2021030405012819,NIFRA,35,41,60,558.00,"33,480.00"
2021-03-04,2021030405012818,NIFRA,35,49,30,558.00,"16,740.00"
2021-03-04,2021030405012833,NIFRA,35,38,380,558.00,"212,040.00"
