Date,Transact. No.,Symbol,Buyer,Seller,Quantity,Rate,Amount
2021-05-11,2021051105001622,MLBSL,33,51,10,"4,725.00","47,250.00"
2021-05-11,2021051105001621,MLBSL,33,39,10,"4,725.00","47,250.00"
2021-05-11,2021051105001620,MLBSL,19,58,10,"4,720.00","47,200.00"
2021-05-11,2021051105001618,MLBSL,59,49,10,"4,720.00","47,200.00"
2021-05-11,2021051105001611,MLBSL,59,48,10,"4,720.00","47,200.00"
2021-05-11,2021051105001599,MLBSL,19,32,10,"4,720.00","47,200.00"
2021-05-11,2021051105001128,MLBSL,28,32,10,"4,770.00","47,700.00"
2021-05-11,2021051105001126,MLBSL,58,22,10,"4,774.00","47,740.00"
2021-05-11,2021051105001138,MLBSL,58,25,10,"4,773.00","47,730.00"
2021-05-11,2021051105001137,MLBSL,28,49,10,"4,770.00","47,700.00"
2021-05-11,2021051105001135,MLBSL,28,42,10,"4,770.00","47,700.00"
2021-05-11,2021051105001132,MLBSL,28,51,10,"4,770.00","47,700.00"
2021-05-11,2021051105001131,MLBSL,28,44,10,"4,770.00","47,700.00"
2021-05-11,2021051105001130,MLBSL,28,58,10,"4,770.00","47,700.00"
2021-05-11,2021051105001144,MLBSL,58,21,10,"4,780.00","47,800.00"
2021-05-11,2021051105001143,MLBSL,58,41,10,"4,780.00","47,800.00"
2021-05-11,2021051105001142,MLBSL,58,16,10,"4,780.00","47,800.00"
2021-05-11,2021051105001141,MLBSL,58,55,10,"4,780.00","47,800.00"
2021-05-11,2021051105001140,MLBSL,58,49,10,"4,780.00","47,800.00"
2021-05-11,2021051105001139,MLBSL,58,49,10,"4,780.00","47,800.00"
2021-05-11,2021051105001164,MLBSL,53,32,10,"4,780.00","47,800.00"
2021-05-11,2021051105001161,MLBSL,53,59,10,"4,775.00","47,750.00"
2021-05-11,2021051105001160,MLBSL,53,32,10,"4,775.00","47,750.00"
2021-05-11,2021051105001156,MLBSL,47,51,10,"4,773.00","47,730.00"
2021-05-11,2021051105001147,MLBSL,47,42,10,"4,771.00","47,710.00"
2021-05-11,2021051105001145,MLBSL,58,35,10,"4,780.00","47,800.00"
