Date,Transact. No.,Symbol,Buyer,Seller,Quantity,Rate,Amount
2020-02-19,2020021901014951,ADBL,57,58,150,397.00,"59,550.00"
2020-02-19,2020021901014950,ADBL,57,18,236,397.00,"93,692.00"
2020-02-19,2020021901014949,ADBL,57,49,300,396.00,"118,800.00"
2020-02-19,2020021901014948,ADBL,57,35,401,395.00,"158,395.00"
2020-02-19,2020021901014906,ADBL,42,34,300,394.00,"118,200.00"
2020-02-19,2020021901014905,ADBL,22,34,200,395.00,"79,000.00"
2020-02-19,2020021901014732,ALBSL,34,36,11,858.00,"9,438.00"
2020-02-19,2020021901014731,ALBSL,34,5,265,858.00,"227,370.00"
2020-02-19,2020021901014730,ALBSL,34,1,69,858.00,"59,202.00"
2020-02-19,2020021901014729,ALBSL,34,45,24,858.00,"20,592.00"
2020-02-19,2020021901014728,ALBSL,34,45,11,858.00,"9,438.00"
2020-02-19,2020021901014727,ALBSL,34,45,11,858.00,"9,438.00"
2020-02-19,2020021901014726,ALBSL,34,45,241,858.00,"206,778.00"
2020-02-19,2020021901014725,ALBSL,34,54,19,858.00,"16,302.00"
2020-02-19,2020021901014724,ALBSL,34,51,41,858.00,"35,178.00"
2020-02-19,2020021901014887,ALICL,59,35,100,633.00,"63,300.00"
2020-02-19,2020021901014782,ALICL,14,44,"1,000",632.00,"632,000.00"
2020-02-19,2020021901014781,ALICL,14,44,100,632.00,"63,200.00"
2020-02-19,2020021901014836,API,25,8,33,138.00,"4,554.00"
2020-02-19,2020021901014835,API,25,44,67,137.00,"9,179.00"
2020-02-19,2020021901014629,API,5,50,60,136.00,"8,160.00"
2020-02-19,2020021901014885,BBC,43,3,50,"1,848.00","92,400.00"
2020-02-19,2020021901014884,BBC,43,3,10,"1,848.00","18,480.00"
2020-02-19,2020021901014595,BBC,3,3,10,"1,848.00","18,480.00"
2020-02-19,2020021901015004,BOKL,28,17,200,236.00,"47,200.00"
2020-02-19,2020021901014646,BOKL,34,18,500,237.00,"118,500.00"
2020-02-19,2020021901014645,BOKL,42,18,100,237.00,"23,700.00"
2020-02-19,2020021901014644,BOKL,10,18,200,237.00,"47,400.00"
2020-02-19,2020021901014643,BOKL,45,18,100,237.00,"23,700.00"
2020-02-19,2020021901014642,BOKL,19,18,80,237.00,"18,960.00"
2020-02-19,2020021901014641,BOKL,33,18,"1,000",237.00,"237,000.00"
2020-02-19,2020021901014640,BOKL,19,18,52,237.00,"12,324.00"
2020-02-19,2020021901014796,BPCL,42,39,16,361.00,"5,776.00"
2020-02-19,2020021901014687,BPCL,59,39,11,360.00,"3,960.00"
2020-02-19,2020021901015029,CBBL,36,55,50,"1,180.00","59,000.00"
2020-02-19,2020021901015016,CBL,39,25,"2,500",153.00,"382,500.00"
2020-02-19,2020021901014571,CBL,39,33,27,153.00,"4,131.00"
2020-02-19,2020021901014570,CBL,39,33,473,153.00,"72,369.00"
2020-02-19,2020021901014880,CCBL,13,19,450,184.00,"82,800.00"
2020-02-19,2020021901014879,CCBL,55,19,550,184.00,"101,200.00"
2020-02-19,2020021901014876,CCBL,45,33,300,185.00,"55,500.00"
2020-02-19,2020021901014974,CIT,28,51,20,"2,820.00","56,400.00"
