Date,Transact. No.,Symbol,Buyer,Seller,Quantity,Rate,Amount
2020-01-26,2020012601012588,ADBL,16,56,639,372.00,"237,708.00"
2020-01-26,2020012601012587,ADBL,13,56,250,373.00,"93,250.00"
2020-01-26,2020012601012586,ADBL,17,56,300,373.00,"111,900.00"
2020-01-26,2020012601012585,ADBL,51,56,211,373.00,"78,703.00"
2020-01-26,2020012601012671,AKPL,45,53,"4,800",125.00,"600,000.00"
2020-01-26,2020012601012670,AKPL,45,6,948,125.00,"118,500.00"
2020-01-26,2020012601012669,AKPL,45,6,442,125.00,"55,250.00"
2020-01-26,2020012601012668,AKPL,45,7,500,125.00,"62,500.00"
2020-01-26,2020012601012667,AKPL,45,49,23,125.00,"2,875.00"
2020-01-26,2020012601012583,AKPL,41,14,100,124.00,"12,400.00"
2020-01-26,2020012601012692,ALBSL,16,58,10,628.00,"6,280.00"
2020-01-26,2020012601012691,ALBSL,16,36,10,620.00,"6,200.00"
2020-01-26,2020012601012648,ALBSL,14,52,40,616.00,"24,640.00"
2020-01-26,2020012601012647,ALBSL,7,52,160,617.00,"98,720.00"
2020-01-26,2020012601012530,ALBSL,7,39,10,617.00,"6,170.00"
2020-01-26,2020012601012664,ALICL,58,42,33,497.00,"16,401.00"
2020-01-26,2020012601012663,ALICL,58,58,120,497.00,"59,640.00"
2020-01-26,2020012601012459,API,25,51,20,117.00,"2,340.00"
2020-01-26,2020012601012458,API,25,5,140,116.00,"16,240.00"
2020-01-26,2020012601012404,API,34,5,60,116.00,"6,960.00"
2020-01-26,2020012601012400,API,38,5,300,116.00,"34,800.00"
2020-01-26,2020012601012399,API,34,25,500,115.00,"57,500.00"
2020-01-26,2020012601012398,API,43,25,100,115.00,"11,500.00"
2020-01-26,2020012601012397,API,17,25,485,115.00,"55,775.00"
2020-01-26,2020012601012502,BOKL,26,52,100,226.00,"22,600.00"
2020-01-26,2020012601012390,BPCL,50,33,50,318.00,"15,900.00"
2020-01-26,2020012601012450,CBBL,44,36,88,880.00,"77,440.00"
2020-01-26,2020012601012449,CBBL,44,13,112,880.00,"98,560.00"
2020-01-26,2020012601012266,CBBL,6,36,110,880.00,"96,800.00"
2020-01-26,2020012601012644,CBL,43,51,165,143.00,"23,595.00"
2020-01-26,2020012601012601,CBL,32,38,100,144.00,"14,400.00"
2020-01-26,2020012601012600,CBL,10,38,"1,500",144.00,"216,000.00"
2020-01-26,2020012601012599,CBL,21,38,500,144.00,"72,000.00"
2020-01-26,2020012601012598,CBL,11,38,100,144.00,"14,400.00"
2020-01-26,2020012601012597,CBL,57,38,200,144.00,"28,800.00"
2020-01-26,2020012601012495,CBL,53,7,"1,646",144.00,"237,024.00"
2020-01-26,2020012601012344,CBL,43,44,10,145.00,"1,450.00"
2020-01-26,2020012601012302,CBL,53,44,"1,000",144.00,"144,000.00"
2020-01-26,2020012601012501,CBL,29,7,964,144.00,"138,816.00"
2020-01-26,2020012601012500,CBL,53,7,100,144.00,"14,400.00"
2020-01-26,2020012601012499,CBL,50,7,100,144.00,"14,400.00"
2020-01-26,2020012601012498,CBL,25,7,190,144.00,"27,360.00"
2020-01-26,2020012601012497,CBL,50,7,"1,000",144.00,"144,000.00"
2020-01-26,2020012601012496,CBL,39,7,"1,000",144.00,"144,000.00"
2020-01-26,2020012601012596,CBL,49,38,"1,000",144.00,"144,000.00"
2020-01-26,2020012601012595,CBL,33,38,"3,000",144.00,"432,000.00"
2020-01-26,2020012601012594,CBL,25,38,500,144.00,"72,000.00"
2020-01-26,2020012601012593,CBL,44,38,200,144.00,"28,800.00"
2020-01-26,2020012601012592,CBL,29,38,"1,036",144.00,"149,184.00"
2020-01-26,2020012601012533,CBL,43,44,10,145.00,"1,450.00"
2020-01-26,2020012601012522,CCBL,25,26,200,178.00,"35,600.00"
2020-01-26,2020012601012444,CCBL,16,32,"2,000",178.00,"356,000.00"
2020-01-26,2020012601012372,CCBL,44,55,10,179.00,"1,790.00"
2020-01-26,2020012601012745,CIT,8,25,10,"2,189.00","21,890.00"
2020-01-26,2020012601012744,CIT,8,52,115,"2,158.00","248,170.00"
2020-01-26,2020012601012700,CIT,57,58,13,"2,155.00","28,015.00"
2020-01-26,2020012601012528,CIT,8,42,20,"2,150.00","43,000.00"
2020-01-26,2020012601012662,CLBSL,13,45,20,870.00,"17,400.00"
2020-01-26,2020012601012553,CLBSL,13,26,11,853.00,"9,383.00"
2020-01-26,2020012601012505,CLBSL,13,42,25,842.00,"21,050.00"
