Date,Transact. No.,Symbol,Buyer,Seller,Quantity,Rate,Amount
2019-09-19,2019091901007475,ADBL,49,46,"1,000",413.00,"413,000.00"
2019-09-19,2019091901007437,ADBL,11,11,50,414.00,"20,700.00"
2019-09-19,2019091901007345,ADBL,40,11,50,414.00,"20,700.00"
2019-09-19,2019091901007344,ADBL,35,11,500,414.00,"207,000.00"
2019-09-19,2019091901007343,ADBL,36,11,500,414.00,"207,000.00"
2019-09-19,2019091901007342,ADBL,35,11,34,414.00,"14,076.00"
2019-09-19,2019091901007206,ADBL,26,11,50,415.00,"20,750.00"
2019-09-19,2019091901007205,ADBL,17,11,200,415.00,"83,000.00"
2019-09-19,2019091901007144,ADBL,35,58,16,414.00,"6,624.00"
2019-09-19,2019091901007143,ADBL,56,58,40,414.00,"16,560.00"
2019-09-19,2019091901007141,ADBL,34,20,20,416.00,"8,320.00"
2019-09-19,2019091901007100,AHPC,43,45,800,98.00,"78,400.00"
2019-09-19,2019091901007067,AHPC,43,26,"1,575",98.00,"154,350.00"
2019-09-19,2019091901007535,AKBSL,57,34,10,428.00,"4,280.00"
2019-09-19,2019091901007338,AKBSL,57,5,10,421.00,"4,210.00"
2019-09-19,2019091901007151,AKBSL,57,38,10,421.00,"4,210.00"
2019-09-19,2019091901007422,AKPL,45,7,200,133.00,"26,600.00"
2019-09-19,2019091901007421,AKPL,52,7,20,133.00,"2,660.00"
2019-09-19,2019091901007420,AKPL,41,7,37,133.00,"4,921.00"
2019-09-19,2019091901007442,ALBSL,36,11,10,433.00,"4,330.00"
2019-09-19,2019091901007277,ALBSL,36,11,10,433.00,"4,330.00"
2019-09-19,2019091901007244,ALBSL,36,11,10,433.00,"4,330.00"
2019-09-19,2019091901007147,ALBSL,42,41,10,434.00,"4,340.00"
2019-09-19,2019091901007477,ALICL,49,5,10,323.00,"3,230.00"
2019-09-19,2019091901007476,ALICL,49,36,50,322.00,"16,100.00"
2019-09-19,2019091901007452,ALICL,7,25,48,320.00,"15,360.00"
2019-09-19,2019091901007280,ALICL,7,25,200,320.00,"64,000.00"
2019-09-19,2019091901007050,ALICL,7,57,502,320.00,"160,640.00"
2019-09-19,2019091901007365,API,21,22,100,117.00,"11,700.00"
2019-09-19,2019091901007450,BOKL,58,59,100,255.00,"25,500.00"
2019-09-19,2019091901007449,BOKL,57,59,64,255.00,"16,320.00"
2019-09-19,2019091901007062,BOKL,57,57,984,256.00,"251,904.00"
2019-09-19,2019091901007061,BOKL,57,39,16,256.00,"4,096.00"
2019-09-19,2019091901007419,BPCL,6,49,10,366.00,"3,660.00"
2019-09-19,2019091901007418,BPCL,33,49,10,369.00,"3,690.00"
2019-09-19,2019091901007321,BPCL,33,25,90,369.00,"33,210.00"
2019-09-19,2019091901007320,BPCL,33,25,10,369.00,"3,690.00"
2019-09-19,2019091901007381,CBBL,55,49,100,976.00,"97,600.00"
2019-09-19,2019091901007224,CBBL,55,50,500,976.00,"488,000.00"
2019-09-19,2019091901007395,CBL,37,20,75,144.00,"10,800.00"
2019-09-19,2019091901007116,CCBL,21,34,50,157.00,"7,850.00"
2019-09-19,2019091901007471,CIT,45,16,10,"1,825.00","18,250.00"
2019-09-19,2019091901007253,CIT,48,16,"1,000","1,825.00","1,825,000.00"
2019-09-19,2019091901007252,CIT,17,16,100,"1,825.00","182,500.00"
2019-09-19,2019091901007251,CIT,14,16,50,"1,825.00","91,250.00"
2019-09-19,2019091901007250,CIT,35,16,30,"1,826.00","54,780.00"
2019-09-19,2019091901007249,CIT,28,16,100,"1,826.00","182,600.00"
2019-09-19,2019091901007248,CIT,39,16,45,"1,830.00","82,350.00"
2019-09-19,2019091901007247,CIT,39,16,55,"1,830.00","100,650.00"
2019-09-19,2019091901007246,CIT,14,16,10,"1,831.00","18,310.00"
2019-09-19,2019091901007309,CLBSL,51,58,20,498.00,"9,960.00"
2019-09-19,2019091901007308,CLBSL,45,58,100,499.00,"49,900.00"
2019-09-19,2019091901007519,CZBIL,52,35,200,199.00,"39,800.00"
2019-09-19,2019091901007438,CZBIL,52,35,100,199.00,"19,900.00"
2019-09-19,2019091901007356,CZBIL,34,57,550,198.00,"108,900.00"
2019-09-19,2019091901007355,CZBIL,22,57,180,198.00,"35,640.00"
2019-09-19,2019091901007354,CZBIL,35,57,120,198.00,"23,760.00"
2019-09-19,2019091901007310,CZBIL,36,57,50,199.00,"9,950.00"
2019-09-19,2019091901007175,CZBIL,22,32,20,198.00,"3,960.00"
2019-09-19,2019091901007174,CZBIL,49,32,50,198.00,"9,900.00"
2019-09-19,2019091901007405,EBL,32,38,18,575.00,"10,350.00"
2019-09-19,2019091901007404,EBL,45,38,50,575.00,"28,750.00"
2019-09-19,2019091901007403,EBL,32,38,182,575.00,"104,650.00"
2019-09-19,2019091901007215,EBL,32,58,318,575.00,"182,850.00"
2019-09-19,2019091901007214,EBL,18,58,60,575.00,"34,500.00"
2019-09-19,2019091901007213,EBL,13,58,100,576.00,"57,600.00"
2019-09-19,2019091901007212,EBL,38,58,122,577.00,"70,394.00"
2019-09-19,2019091901007192,EBL,38,50,200,577.00,"115,400.00"
2019-09-19,2019091901007325,EIC,50,7,100,262.00,"26,200.00"
2019-09-19,2019091901007469,FMDBL,1,49,80,379.00,"30,320.00"
2019-09-19,2019091901007441,FOWAD,59,36,190,"1,302.00","247,380.00"
2019-09-19,2019091901007440,FOWAD,45,36,10,"1,303.00","13,030.00"
2019-09-19,2019091901007427,FOWAD,47,54,10,"1,313.00","13,130.00"
2019-09-19,2019091901007168,FOWAD,32,35,19,"1,310.00","24,890.00"
2019-09-19,2019091901007167,FOWAD,32,54,10,"1,309.00","13,090.00"
2019-09-19,2019091901007489,GBBL,45,4,20,211.00,"4,220.00"
2019-09-19,2019091901007339,GBBL,45,4,147,211.00,"31,017.00"
2019-09-19,2019091901007281,GBBL,45,4,"1,000",211.00,"211,000.00"
2019-09-19,2019091901007126,GBBL,45,7,500,211.00,"105,500.00"
2019-09-19,2019091901007509,GBLBS,58,58,11,331.00,"3,641.00"
2019-09-19,2019091901007260,GBLBS,43,17,15,327.00,"4,905.00"
2019-09-19,2019091901007187,GBLBS,43,38,165,327.00,"53,955.00"
