Index Name,Date (AD),Index Value,Absolute Change,Percentage Change
NEPSE,2021/06/09,"2,946.58",-13.56,-0.4582%
NEPSE,2021/06/08,"2,960.14",53.44,1.8386%
NEPSE,2021/06/07,"2,906.70",-0.21,-0.0072%
NEPSE,2021/06/06,"2,906.89",50.13,1.7547%
NEPSE,2021/06/03,"2,856.68",29.55,1.0452%
NEPSE,2021/06/02,"2,827.13",55.76,2.0121%
NEPSE,2021/06/01,"2,771.15",-11.68,-0.4198%
NEPSE,2021/05/31,"2,782.69",-45.25,-1.6001%
NEPSE,2021/05/30,"2,827.93",12.54,0.4453%
NEPSE,2021/05/27,"2,815.40",-1.20,-0.0426%
NEPSE,2021/05/25,"2,816.57",-6.50,-0.2302%
NEPSE,2021/05/24,"2,823.07",3.07,0.1087%
NEPSE,2021/05/23,"2,820.00",32.81,1.1773%
NEPSE,2021/05/20,"2,787.19",6.37,0.2292%
NEPSE,2021/05/19,"2,780.81",-13.09,-0.4684%
NEPSE,2021/05/18,"2,793.90",34.68,1.257%
NEPSE,2021/05/17,"2,759.22",20.71,0.7564%
NEPSE,2021/05/16,"2,738.30",54.21,2.0198%
NEPSE,2021/05/13,"2,684.01",10.13,0.3788%
NEPSE,2021/05/12,"2,673.88",0.56,0.0211%
NEPSE,2021/05/11,"2,673.32",27.47,1.0383%
NEPSE,2021/05/10,"2,645.85",27.41,1.0468%
NEPSE,2021/05/09,"2,618.57",-18.56,-0.7039%
NEPSE,2021/05/06,"2,637.13",-12.47,-0.4705%
NEPSE,2021/05/05,"2,649.60",-5.09,-0.1919%
NEPSE,2021/05/04,"2,654.69",1.94,0.0733%
NEPSE,2021/05/03,"2,652.76",-12.35,-0.4634%
NEPSE,2021/05/02,"2,665.11",54.00,2.0679%
NEPSE,2021/04/29,"2,611.11",25.82,0.9989%
NEPSE,2021/04/28,"2,585.28",-13.79,-0.5307%
NEPSE,2021/04/27,"2,599.08",92.46,3.6885%
NEPSE,2021/04/26,"2,506.62",-65.58,-2.5496%
NEPSE,2021/04/25,"2,572.22",-75.79,-2.862%
NEPSE,2021/04/22,"2,648.01",15.80,0.6002%
NEPSE,2021/04/21,"2,632.21",-32.41,-1.2163%
NEPSE,2021/04/20,"2,664.62",2.68,0.1007%
NEPSE,2021/04/19,"2,661.94",-37.58,-1.3919%
NEPSE,2021/04/18,"2,699.51",-35.89,-1.3119%
NEPSE,2021/04/15,"2,735.46",20.67,0.7614%
NEPSE,2021/04/13,"2,714.79",23.23,0.8632%
NEPSE,2021/04/12,"2,691.56",17.20,0.6431%
NEPSE,2021/04/08,"2,674.36",2.74,0.1026%
NEPSE,2021/04/07,"2,671.62",-2.85,-0.1067%
NEPSE,2021/04/06,"2,674.47",15.72,0.5914%
NEPSE,2021/04/05,"2,658.75",1.13,0.0426%
NEPSE,2021/04/04,"2,657.61",25.71,0.977%
NEPSE,2021/04/01,"2,631.90",12.88,0.4916%
NEPSE,2021/03/31,"2,619.03",43.36,1.6834%
NEPSE,2021/03/30,"2,575.67",32.15,1.2639%
NEPSE,2021/03/29,"2,543.52",-5.45,-0.2137%
NEPSE,2021/03/25,"2,548.97",-21.29,-0.8283%
NEPSE,2021/03/24,"2,570.26",41.30,1.6331%
NEPSE,2021/03/23,"2,528.96",14.57,0.5793%
NEPSE,2021/03/22,"2,514.39",-24.08,-0.9485%
NEPSE,2021/03/21,"2,538.47",63.38,2.5605%
NEPSE,2021/03/18,"2,475.09",42.95,1.7658%
NEPSE,2021/03/17,"2,432.15",40.40,1.6891%
NEPSE,2021/03/16,"2,391.75",2.56,0.107%
NEPSE,2021/03/15,"2,389.19",-18.07,-0.7505%
NEPSE,2021/03/14,"2,407.26",-51.23,-2.0837%
NEPSE,2021/03/10,"2,458.49",-3.40,-0.138%
NEPSE,2021/03/09,"2,461.88",-23.22,-0.9343%
NEPSE,2021/03/07,"2,485.10",-21.58,-0.861%
NEPSE,2021/03/04,"2,506.68",90.67,3.753%
NEPSE,2021/03/03,"2,416.01",-39.23,-1.5979%
NEPSE,2021/03/02,"2,455.33",-59.70,-2.3737%
NEPSE,2021/03/01,"2,515.03",40.64,1.6423%
NEPSE,2021/02/28,"2,474.39",-79.74,-3.1221%
NEPSE,2021/02/25,"2,554.14",-44.94,-1.7291%
NEPSE,2021/02/24,"2,599.56",13.04,0.5042%
NEPSE,2021/02/23,"2,586.51",-21.16,-0.8113%
NEPSE,2021/02/22,"2,607.67",-32.67,-1.2375%
NEPSE,2021/02/21,"2,640.35",3.66,0.139%
NEPSE,2021/02/18,"2,636.68",25.23,0.9661%
NEPSE,2021/02/17,"2,611.45",9.94,0.3819%
NEPSE,2021/02/16,"2,601.51",15.50,0.5996%
NEPSE,2021/02/15,"2,586.01",92.42,3.7061%
NEPSE,2021/02/14,"2,493.59",-33.33,-1.3189%
NEPSE,2021/02/11,"2,526.92",-16.11,-0.6335%
NEPSE,2021/02/10,"2,543.03",8.66,0.3418%
NEPSE,2021/02/09,"2,534.37",-27.11,-1.0584%
NEPSE,2021/02/08,"2,561.48",37.48,1.4847%
NEPSE,2021/02/07,"2,524.00",48.74,1.969%
NEPSE,2021/02/04,"2,475.27",8.34,0.3382%
NEPSE,2021/02/03,"2,466.92",-6.81,-0.2755%
NEPSE,2021/02/02,"2,473.74",65.49,2.7196%
NEPSE,2021/02/01,"2,408.24",37.70,1.5901%
NEPSE,2021/01/31,"2,370.55",-54.75,-2.2574%
NEPSE,2021/01/28,"2,425.30",-16.55,-0.6779%
NEPSE,2021/01/27,"2,441.85",18.76,0.7741%
NEPSE,2021/01/26,"2,423.09",-17.79,-0.7286%
NEPSE,2021/01/25,"2,440.88",16.04,0.6615%
NEPSE,2021/01/24,"2,424.84",50.20,2.1139%
NEPSE,2021/01/21,"2,374.64",31.87,1.3605%
NEPSE,2021/01/20,"2,342.77",15.87,0.6818%
NEPSE,2021/01/19,"2,326.90",-5.57,-0.2387%
NEPSE,2021/01/18,"2,332.32",17.31,0.7477%
NEPSE,2021/01/17,"2,315.01",28.46,1.2448%
NEPSE,2021/01/13,"2,286.55",18.81,0.8294%
NEPSE,2021/01/12,"2,267.74",28.31,1.2642%
NEPSE,2021/01/11,"2,239.43",3.70,0.1654%
NEPSE,2021/01/10,"2,235.73",41.24,1.8794%
NEPSE,2021/01/07,"2,194.49",15.91,0.7305%
NEPSE,2021/01/06,"2,178.57",13.07,0.6037%
NEPSE,2021/01/05,"2,165.50",-3.54,-0.1633%
NEPSE,2021/01/04,"2,169.04",-6.36,-0.2922%
NEPSE,2021/01/03,"2,175.40",88.12,4.2218%
NEPSE,2020/12/31,"2,087.28",25.21,1.2228%
NEPSE,2020/12/30,"2,062.06",49.17,2.4428%
NEPSE,2020/12/29,"2,012.89",5.57,0.2775%
NEPSE,2020/12/28,"2,007.30",8.57,0.4288%
NEPSE,2020/12/27,"1,998.65",-39.98,-1.9609%
NEPSE,2020/12/24,"2,038.63",-29.83,-1.442%
NEPSE,2020/12/23,"2,068.46",7.04,0.3415%
NEPSE,2020/12/22,"2,061.42",95.46,4.8555%
NEPSE,2020/12/21,"1,965.96",30.33,1.5667%
NEPSE,2020/12/20,"1,935.64",-96.88,-4.7666%
NEPSE,2020/12/17,"2,032.52",-22.70,-1.1046%
NEPSE,2020/12/16,"2,055.22",-6.20,-0.3006%
NEPSE,2020/12/15,"2,061.42",-5.75,-0.2784%
NEPSE,2020/12/14,"2,067.17",56.72,2.8212%
NEPSE,2020/12/13,"2,010.45",46.43,2.3642%
NEPSE,2020/12/10,"1,964.02",8.27,0.4228%
NEPSE,2020/12/09,"1,955.75",-39.60,-1.9845%
NEPSE,2020/12/08,"1,995.35",-9.04,-0.451%
NEPSE,2020/12/07,"2,004.39",72.28,3.7408%
NEPSE,2020/12/06,"1,932.11",-123.34,-6.0007%
NEPSE,2020/12/03,"2,055.46",-15.57,-0.752%
NEPSE,2020/12/02,"2,071.03",70.62,3.5305%
NEPSE,2020/12/01,"2,000.40",3.35,0.1676%
NEPSE,2020/11/30,"1,997.06",28.79,1.4625%
NEPSE,2020/11/29,"1,968.27",75.02,3.9627%
NEPSE,2020/11/26,"1,893.25",18.43,0.9831%
NEPSE,2020/11/25,"1,874.82",64.70,3.5744%
NEPSE,2020/11/24,"1,810.11",29.68,1.6672%
NEPSE,2020/11/23,"1,780.43",-2.38,-0.1337%
NEPSE,2020/11/22,"1,782.81",4.69,0.2636%
NEPSE,2020/11/19,"1,778.13",36.32,2.0849%
NEPSE,2020/11/18,"1,741.81",23.32,1.3567%
NEPSE,2020/11/12,"1,718.50",10.82,0.6335%
NEPSE,2020/11/11,"1,707.68",28.89,1.7208%
NEPSE,2020/11/10,"1,678.79",25.98,1.5721%
NEPSE,2020/11/09,"1,652.81",4.22,0.2562%
NEPSE,2020/11/08,"1,648.58",12.49,0.7634%
NEPSE,2020/11/05,"1,636.17",-4.47,-0.2724%
NEPSE,2020/11/04,"1,640.64",-2.39,-0.1456%
NEPSE,2020/11/03,"1,643.04",5.40,0.33%
NEPSE,2020/11/02,"1,637.63",-3.33,-0.2028%
NEPSE,2020/11/01,"1,640.96",-4.72,-0.2868%
NEPSE,2020/10/29,"1,645.68",-1.78,-0.1081%
NEPSE,2020/10/28,"1,647.46",41.20,2.5652%
NEPSE,2020/10/22,"1,606.26",8.54,0.5345%
NEPSE,2020/10/21,"1,597.72",13.94,0.8799%
NEPSE,2020/10/20,"1,583.61",13.22,0.8419%
NEPSE,2020/10/19,"1,570.38",13.58,0.8724%
NEPSE,2020/10/18,"1,556.80",-5.66,-0.3624%
NEPSE,2020/10/15,"1,562.46",1.29,0.0829%
NEPSE,2020/10/14,"1,561.17",-7.42,-0.4733%
NEPSE,2020/10/13,"1,568.59",-9.42,-0.5968%
NEPSE,2020/10/12,"1,578.01",1.74,0.1104%
NEPSE,2020/10/11,"1,576.27",-13.37,-0.8409%
NEPSE,2020/10/08,"1,589.64",-11.34,-0.7081%
NEPSE,2020/10/07,"1,600.98",14.68,0.9256%
NEPSE,2020/10/06,"1,586.29",4.17,0.2635%
NEPSE,2020/10/05,"1,582.13",-3.63,-0.229%
NEPSE,2020/10/04,"1,585.76",14.71,0.9365%
NEPSE,2020/10/01,"1,571.04",20.61,1.3292%
NEPSE,2020/09/30,"1,550.43",-3.19,-0.2053%
NEPSE,2020/09/29,"1,553.62",-7.21,-0.4617%
NEPSE,2020/09/28,"1,560.83",-4.73,-0.3018%
NEPSE,2020/09/27,"1,565.56",4.29,0.2745%
NEPSE,2020/09/24,"1,561.27",5.74,0.3692%
NEPSE,2020/09/23,"1,555.53",9.37,0.606%
NEPSE,2020/09/22,"1,546.16",-22.91,-1.4599%
NEPSE,2020/09/21,"1,569.06",-6.12,-0.3885%
NEPSE,2020/09/20,"1,575.18",3.00,0.1907%
NEPSE,2020/09/17,"1,572.19",30.78,1.9971%
NEPSE,2020/09/16,"1,541.40",5.36,0.3492%
NEPSE,2020/09/15,"1,536.04",-4.47,-0.2904%
NEPSE,2020/09/14,"1,540.51",3.26,0.2122%
NEPSE,2020/09/13,"1,537.25",16.56,1.0887%
NEPSE,2020/09/10,"1,520.69",12.49,0.8279%
NEPSE,2020/09/09,"1,508.21",13.05,0.8729%
NEPSE,2020/09/08,"1,495.16",7.35,0.4937%
NEPSE,2020/09/07,"1,487.81",-12.17,-0.8112%
NEPSE,2020/09/06,"1,499.98",-10.45,-0.6916%
NEPSE,2020/09/03,"1,510.42",-0.15,-0.0098%
NEPSE,2020/09/02,"1,510.57",25.58,1.7226%
NEPSE,2020/08/31,"1,484.99",22.31,1.5255%
NEPSE,2020/08/30,"1,462.67",4.64,0.32%
NEPSE,2020/08/27,"1,458.04",-4.00,-0.2735%
NEPSE,2020/08/26,"1,462.04",21.10,1.4641%
NEPSE,2020/08/25,"1,440.94",9.34,0.6521%
NEPSE,2020/08/24,"1,431.61",21.26,1.5076%
NEPSE,2020/08/23,"1,410.34",12.77,0.914%
NEPSE,2020/08/20,"1,397.57",6.28,0.4511%
NEPSE,2020/08/19,"1,391.30",-16.60,-1.1794%
NEPSE,2020/08/18,"1,407.90",5.68,0.4052%
NEPSE,2020/08/17,"1,402.22",10.75,0.7728%
NEPSE,2020/08/16,"1,391.46",-17.33,-1.2299%
NEPSE,2020/08/13,"1,408.79",-16.53,-1.1596%
NEPSE,2020/08/12,"1,425.32",1.51,0.106%
NEPSE,2020/08/11,"1,423.81",-6.61,-0.4621%
NEPSE,2020/08/10,"1,430.42",37.74,2.7097%
NEPSE,2020/08/09,"1,392.68",11.30,0.8183%
NEPSE,2020/08/06,"1,381.38",-1.29,-0.0931%
NEPSE,2020/08/05,"1,386.17",-17.69,-1.2604%
NEPSE,2020/08/03,"1,403.87",7.59,0.5434%
NEPSE,2020/08/02,"1,396.28",-42.78,-2.9729%
NEPSE,2020/07/30,"1,439.06",7.53,0.5262%
NEPSE,2020/07/29,"1,431.53",-23.36,-1.6057%
NEPSE,2020/07/28,"1,454.89",-7.59,-0.5193%
NEPSE,2020/07/27,"1,462.48",-2.62,-0.1791%
NEPSE,2020/07/26,"1,465.11",22.40,1.5526%
NEPSE,2020/07/23,"1,442.62",10.13,0.707%
NEPSE,2020/07/22,"1,432.45",-17.50,-1.207%
NEPSE,2020/07/21,"1,449.95",-14.99,-1.0233%
NEPSE,2020/07/20,"1,464.94",-14.09,-0.9529%
NEPSE,2020/07/19,"1,479.03",84.26,6.0414%
NEPSE,2020/07/16,"1,394.77",32.42,2.3799%
NEPSE,2020/07/15,"1,362.35",14.90,1.1059%
NEPSE,2020/07/14,"1,347.45",5.04,0.3753%
NEPSE,2020/07/13,"1,342.41",2.12,0.1578%
NEPSE,2020/07/12,"1,340.29",9.02,0.6779%
NEPSE,2020/07/09,"1,331.11",4.57,0.3444%
NEPSE,2020/07/08,"1,326.54",-10.13,-0.7578%
NEPSE,2020/07/07,"1,336.67",37.93,2.9208%
NEPSE,2020/07/06,"1,298.73",33.27,2.6294%
NEPSE,2020/07/01,"1,336.53",75.77,6.0097%
NEPSE,2020/06/30,"1,260.76",72.05,6.0612%
NEPSE,2020/06/29,"1,188.71",-12.87,-1.0711%
NEPSE,2020/05/13,"1,201.58",-24.58,-2.0048%
NEPSE,2020/05/12,"1,226.16",-25.30,-2.0214%
NEPSE,2020/03/22,"1,251.46",-18.20,-1.4335%
NEPSE,2020/03/19,"1,269.31",13.50,1.0754%
NEPSE,2020/03/18,"1,255.80",-16.26,-1.2786%
NEPSE,2020/03/17,"1,272.07",-44.33,-3.3674%
NEPSE,2020/03/16,"1,316.40",3.35,0.2554%
NEPSE,2020/03/15,"1,313.04",-64.14,-4.6575%
NEPSE,2020/03/12,"1,377.18",-45.91,-3.2259%
NEPSE,2020/03/11,"1,423.09",73.78,5.4677%
NEPSE,2020/03/10,"1,349.32",-86.39,-6.0169%
NEPSE,2020/03/05,"1,435.70",-5.50,-0.3817%
NEPSE,2020/03/04,"1,441.20",-68.47,-4.5356%
NEPSE,2020/03/03,"1,509.68",14.37,0.9612%
NEPSE,2020/03/02,"1,495.30",-96.06,-6.0363%
NEPSE,2020/03/01,"1,591.36",-40.82,-2.5007%
NEPSE,2020/02/27,"1,632.18",36.05,2.2584%
NEPSE,2020/02/26,"1,596.13",50.93,3.2963%
NEPSE,2020/02/25,"1,545.20",43.02,2.8637%
NEPSE,2020/02/24,"1,502.18",-1.96,-0.1304%
NEPSE,2020/02/23,"1,504.14",69.56,4.8489%
NEPSE,2020/02/20,"1,434.58",29.32,2.0866%
NEPSE,2020/02/19,"1,405.26",5.24,0.3746%
NEPSE,2020/02/18,"1,400.01",1.77,0.1267%
NEPSE,2020/02/17,"1,398.24",34.26,2.512%
NEPSE,2020/02/16,"1,363.98",19.39,1.4417%
NEPSE,2020/02/13,"1,344.59",-1.39,-0.1031%
NEPSE,2020/02/12,"1,345.98",4.60,0.3428%
NEPSE,2020/02/11,"1,341.38",17.11,1.2923%
NEPSE,2020/02/10,"1,324.27",4.28,0.324%
NEPSE,2020/02/09,"1,319.99",-13.70,-1.0272%
NEPSE,2020/02/06,"1,333.69",-8.67,-0.6461%
NEPSE,2020/02/05,"1,342.36",5.31,0.3975%
NEPSE,2020/02/04,"1,337.05",-12.09,-0.896%
NEPSE,2020/02/03,"1,349.14",2.49,0.1848%
NEPSE,2020/02/02,"1,346.65",21.26,1.6041%
NEPSE,2020/01/30,"1,325.39",19.51,1.4938%
NEPSE,2020/01/29,"1,305.88",-0.27,-0.0208%
NEPSE,2020/01/28,"1,306.15",5.52,0.4247%
NEPSE,2020/01/27,"1,300.63",23.95,1.8758%
NEPSE,2020/01/26,"1,276.68",-20.79,-1.6027%
NEPSE,2020/01/23,"1,297.48",-15.95,-1.2141%
NEPSE,2020/01/22,"1,313.42",-7.05,-0.5341%
NEPSE,2020/01/21,"1,320.47",3.36,0.255%
NEPSE,2020/01/20,"1,317.12",-26.54,-1.9753%
NEPSE,2020/01/19,"1,343.66",33.43,2.5512%
NEPSE,2020/01/16,"1,310.23",26.00,2.0246%
NEPSE,2020/01/15,"1,284.23",20.85,1.6501%
NEPSE,2020/01/14,"1,263.38",-7.48,-0.5888%
NEPSE,2020/01/13,"1,270.87",15.14,1.2059%
NEPSE,2020/01/12,"1,255.72",42.61,3.5123%
NEPSE,2020/01/09,"1,213.12",3.51,0.2904%
NEPSE,2020/01/08,"1,209.60",-7.32,-0.6018%
NEPSE,2020/01/07,"1,216.93",16.23,1.3517%
NEPSE,2020/01/06,"1,200.70",18.26,1.5446%
NEPSE,2020/01/05,"1,182.31",16.09,1.3799%
NEPSE,2020/01/02,"1,166.22",-3.29,-0.2809%
NEPSE,2020/01/01,"1,169.50",3.47,0.2975%
NEPSE,2019/12/31,"1,166.04",-1.92,-0.1645%
NEPSE,2019/12/30,"1,167.96",5.53,0.4754%
NEPSE,2019/12/29,"1,162.43",-4.99,-0.4271%
NEPSE,2019/12/26,"1,167.42",-0.62,-0.053%
NEPSE,2019/12/25,"1,168.04",1.82,0.156%
NEPSE,2019/12/24,"1,166.22",-2.37,-0.2027%
NEPSE,2019/12/23,"1,168.58",17.77,1.5437%
NEPSE,2019/12/22,"1,150.82",1.17,0.1021%
NEPSE,2019/12/19,"1,149.65",-2.42,-0.2102%
NEPSE,2019/12/18,"1,152.07",-3.30,-0.2859%
NEPSE,2019/12/17,"1,155.38",1.26,0.1092%
NEPSE,2019/12/16,"1,154.12",-13.75,-1.1774%
NEPSE,2019/12/15,"1,167.87",-4.78,-0.4077%
NEPSE,2019/12/12,"1,172.65",11.17,0.9618%
NEPSE,2019/12/11,"1,161.48",10.11,0.8779%
NEPSE,2019/12/10,"1,151.37",2.48,0.2155%
NEPSE,2019/12/09,"1,148.89",13.51,1.1903%
NEPSE,2019/12/08,"1,135.38",3.45,0.3051%
NEPSE,2019/12/05,"1,131.92",7.45,0.6626%
NEPSE,2019/12/04,"1,124.47",8.73,0.7821%
NEPSE,2019/12/03,"1,115.75",3.75,0.3375%
NEPSE,2019/12/02,"1,111.99",-0.86,-0.0776%
NEPSE,2019/12/01,"1,112.86",0.07,0.0062%
NEPSE,2019/11/28,"1,112.79",-4.67,-0.4183%
NEPSE,2019/11/27,"1,117.46",8.30,0.748%
NEPSE,2019/11/26,"1,109.17",-0.91,-0.0824%
NEPSE,2019/11/25,"1,110.08",0.00,-0.0001%
NEPSE,2019/11/24,"1,110.08",-10.54,-0.9404%
NEPSE,2019/11/21,"1,120.60",-7.74,-0.6857%
NEPSE,2019/11/20,"1,128.34",-1.65,-0.1462%
NEPSE,2019/11/19,"1,129.99",-1.14,-0.1004%
NEPSE,2019/11/18,"1,131.13",-0.24,-0.0208%
NEPSE,2019/11/17,"1,131.36",-4.59,-0.4039%
NEPSE,2019/11/14,"1,135.95",0.79,0.0693%
NEPSE,2019/11/13,"1,135.16",-4.80,-0.4208%
NEPSE,2019/11/12,"1,139.96",-5.61,-0.4897%
NEPSE,2019/11/11,"1,145.57",13.77,1.2164%
NEPSE,2019/11/10,"1,131.80",-0.18,-0.0161%
NEPSE,2019/11/07,"1,131.97",-6.05,-0.5316%
NEPSE,2019/11/06,"1,138.02",-1.44,-0.126%
NEPSE,2019/11/05,"1,139.46",-0.81,-0.0707%
NEPSE,2019/11/04,"1,140.26",0.97,0.0851%
NEPSE,2019/11/03,"1,139.29",-6.88,-0.5999%
NEPSE,2019/10/31,"1,146.17",-3.17,-0.2759%
NEPSE,2019/10/24,"1,149.34",6.73,0.5888%
NEPSE,2019/10/23,"1,142.60",7.79,0.6869%
NEPSE,2019/10/22,"1,134.80",2.40,0.2119%
NEPSE,2019/10/21,"1,132.40",-1.33,-0.1174%
NEPSE,2019/10/20,"1,133.72",-4.03,-0.3543%
NEPSE,2019/10/17,"1,137.75",0.71,0.0627%
NEPSE,2019/10/16,"1,137.04",-5.01,-0.4386%
NEPSE,2019/10/15,"1,142.05",5.08,0.4469%
NEPSE,2019/10/14,"1,136.96",-12.05,-1.0485%
NEPSE,2019/10/10,"1,149.01",-0.39,-0.0338%
NEPSE,2019/10/03,"1,149.40",8.69,0.7618%
NEPSE,2019/10/02,"1,140.71",-4.98,-0.435%
NEPSE,2019/10/01,"1,145.69",10.13,0.8919%
NEPSE,2019/09/30,"1,135.57",10.42,0.9261%
NEPSE,2019/09/29,"1,125.15",-4.66,-0.4125%
NEPSE,2019/09/26,"1,129.81",-1.73,-0.1526%
NEPSE,2019/09/25,"1,131.53",-3.03,-0.2672%
NEPSE,2019/09/24,"1,134.57",-6.42,-0.5629%
NEPSE,2019/09/23,"1,140.99",1.73,0.1522%
NEPSE,2019/09/22,"1,139.26",-16.05,-1.389%
NEPSE,2019/09/19,"1,155.30",-18.12,-1.5446%
NEPSE,2019/09/18,"1,173.43",22.68,1.9713%
NEPSE,2019/09/17,"1,150.74",26.91,2.3942%
NEPSE,2019/09/16,"1,123.84",-16.18,-1.4195%
NEPSE,2019/09/15,"1,140.02",-17.87,-1.5432%
NEPSE,2019/09/12,"1,157.89",-5.33,-0.4581%
NEPSE,2019/09/11,"1,163.21",-3.46,-0.2966%
NEPSE,2019/09/10,"1,166.67",-2.24,-0.1918%
NEPSE,2019/09/09,"1,168.92",-9.54,-0.8099%
NEPSE,2019/09/08,"1,178.46",-12.61,-1.0588%
NEPSE,2019/09/05,"1,191.07",-3.70,-0.3099%
NEPSE,2019/09/04,"1,194.77",3.87,0.3248%
NEPSE,2019/09/03,"1,190.91",20.57,1.7572%
NEPSE,2019/09/02,"1,170.34",-14.45,-1.2193%
NEPSE,2019/09/01,"1,184.79",-11.63,-0.9721%
NEPSE,2019/08/29,"1,196.42",-1.33,-0.1114%
NEPSE,2019/08/28,"1,197.75",-10.26,-0.8492%
NEPSE,2019/08/27,"1,208.01",4.87,0.4052%
NEPSE,2019/08/26,"1,203.13",-6.49,-0.5363%
NEPSE,2019/08/25,"1,209.62",-3.45,-0.284%
NEPSE,2019/08/22,"1,213.07",-0.99,-0.0816%
NEPSE,2019/08/21,"1,214.06",0.42,0.0346%
NEPSE,2019/08/20,"1,213.64",-8.43,-0.6897%
NEPSE,2019/08/19,"1,222.07",7.23,0.5951%
NEPSE,2019/08/18,"1,214.83",-9.20,-0.75%
NEPSE,2019/08/15,"1,224.04",-1.86,-0.1519%
NEPSE,2019/08/14,"1,225.90",-5.17,-0.4197%
NEPSE,2019/08/13,"1,231.07",-2.78,-0.2256%
NEPSE,2019/08/12,"1,233.85",0.13,0.0109%
NEPSE,2019/08/11,"1,233.72",-4.84,-0.3912%
NEPSE,2019/08/08,"1,238.56",-9.92,-0.7947%
NEPSE,2019/08/07,"1,248.49",2.75,0.221%
NEPSE,2019/08/06,"1,245.73",-9.36,-0.746%
NEPSE,2019/08/05,"1,255.10",-4.55,-0.3611%
NEPSE,2019/08/04,"1,259.64",-4.20,-0.332%
NEPSE,2019/08/01,"1,263.84",-1.74,-0.1374%
NEPSE,2019/07/31,"1,265.58",6.20,0.4923%
NEPSE,2019/07/30,"1,259.38",3.39,0.2699%
NEPSE,2019/07/29,"1,255.99",3.18,0.2539%
NEPSE,2019/07/28,"1,252.81",-17.11,-1.3477%
NEPSE,2019/07/25,"1,269.92",-14.15,-1.1019%
NEPSE,2019/07/24,"1,284.07",6.90,0.5401%
NEPSE,2019/07/23,"1,277.17",5.94,0.4676%
NEPSE,2019/07/22,"1,271.23",2.48,0.1955%
NEPSE,2019/07/21,"1,268.75",-3.75,-0.2945%
NEPSE,2019/07/18,"1,272.50",-2.37,-0.1857%
NEPSE,2019/07/17,"1,274.86",15.85,1.2587%
NEPSE,2019/07/16,"1,259.02",4.45,0.3546%
NEPSE,2019/07/15,"1,254.57",5.08,0.4062%
NEPSE,2019/07/14,"1,249.49",0.95,0.0759%
NEPSE,2019/07/11,"1,248.53",-0.62,-0.0497%
NEPSE,2019/07/10,"1,249.15",-1.12,-0.0898%
NEPSE,2019/07/09,"1,250.27",2.92,0.2341%
NEPSE,2019/07/08,"1,247.35",-8.70,-0.6923%
NEPSE,2019/07/07,"1,256.05",-4.45,-0.3533%
NEPSE,2019/07/04,"1,260.47",-8.27,-0.6516%
NEPSE,2019/07/03,"1,268.68",15.62,1.2468%
NEPSE,2019/07/02,"1,253.06",11.02,0.8875%
NEPSE,2019/07/01,"1,242.04",-2.86,-0.2294%
NEPSE,2019/06/30,"1,244.89",-12.27,-0.9756%
NEPSE,2019/06/27,"1,257.16",-1.14,-0.0903%
NEPSE,2019/06/26,"1,258.29",-2.78,-0.2203%
NEPSE,2019/06/25,"1,261.07",0.96,0.0758%
NEPSE,2019/06/24,"1,260.10",5.75,0.4583%
NEPSE,2019/06/23,"1,254.35",-10.01,-0.7918%
NEPSE,2019/06/20,"1,264.36",5.90,0.4685%
NEPSE,2019/06/19,"1,258.47",-0.20,-0.0159%
NEPSE,2019/06/18,"1,258.67",-2.23,-0.1771%
NEPSE,2019/06/17,"1,260.90",2.63,0.2089%
NEPSE,2019/06/16,"1,258.27",-11.36,-0.8946%
NEPSE,2019/06/13,"1,269.56",-2.92,-0.2297%
NEPSE,2019/06/12,"1,272.49",-3.50,-0.2742%
NEPSE,2019/06/11,"1,275.99",0.17,0.0134%
NEPSE,2019/06/10,"1,275.82",-8.77,-0.68%
NEPSE,2019/06/06,"1,284.59",-4.69,-0.3636%
NEPSE,2019/06/04,"1,289.28",-3.56,-0.2752%
NEPSE,2019/06/03,"1,292.84",-12.84,-0.9836%
NEPSE,2019/06/02,"1,305.68",-13.79,-1.045%
NEPSE,2019/05/30,"1,319.47",5.58,0.425%
NEPSE,2019/05/29,"1,313.88",8.39,0.643%
NEPSE,2019/05/28,"1,305.49",2.53,0.1945%
NEPSE,2019/05/27,"1,302.96",0.34,0.0262%
NEPSE,2019/05/26,"1,302.61",-11.93,-0.9077%
NEPSE,2019/05/23,"1,314.55",-5.08,-0.3853%
NEPSE,2019/05/22,"1,319.63",7.49,0.571%
NEPSE,2019/05/21,"1,312.14",4.42,0.3383%
NEPSE,2019/05/20,"1,307.71",-9.13,-0.693%
NEPSE,2019/05/19,"1,316.84",-1.87,-0.1419%
NEPSE,2019/05/16,"1,318.71",-2.29,-0.1735%
NEPSE,2019/05/15,"1,321.00",5.55,0.4218%
NEPSE,2019/05/14,"1,315.45",14.12,1.0849%
NEPSE,2019/05/13,"1,301.34",6.30,0.4867%
NEPSE,2019/05/12,"1,295.03",3.07,0.2376%
NEPSE,2019/05/09,"1,291.96",-5.64,-0.4343%
NEPSE,2019/05/08,"1,297.60",-3.68,-0.2825%
NEPSE,2019/05/07,"1,301.28",1.87,0.144%
NEPSE,2019/05/06,"1,299.41",21.73,1.7006%
NEPSE,2019/05/05,"1,277.68",-16.71,-1.2913%
NEPSE,2019/05/02,"1,294.39",-4.21,-0.3243%
