Index Name,Date (AD),Index Value,Absolute Change,Percentage Change
Banking,2019/12/04,"1,024.30",2.96,0.2895%
Banking,2019/12/03,"1,021.34",2.29,0.2247%
Banking,2019/12/02,"1,019.05",1.13,0.1111%
Banking,2019/12/01,"1,017.92",-3.29,-0.322%
Banking,2019/11/28,"1,021.21",-4.24,-0.4137%
Banking,2019/11/27,"1,025.45",4.93,0.4834%
Banking,2019/11/26,"1,020.52",0.83,0.0814%
Banking,2019/11/25,"1,019.69",-1.04,-0.1016%
Banking,2019/11/24,"1,020.73",-10.47,-1.0155%
Banking,2019/11/21,"1,031.20",-9.42,-0.9051%
Banking,2019/11/20,"1,040.62",0.57,0.0548%
Banking,2019/11/19,"1,040.05",-1.62,-0.1554%
Banking,2019/11/18,"1,041.67",0.10,0.01%
Banking,2019/11/17,"1,041.56",-0.47,-0.0454%
Banking,2019/11/14,"1,042.04",1.38,0.1325%
Banking,2019/11/13,"1,040.66",-5.26,-0.503%
Banking,2019/11/12,"1,045.92",-5.31,-0.5051%
Banking,2019/11/11,"1,051.23",12.31,1.1849%
Banking,2019/11/10,"1,038.92",-0.26,-0.0253%
Banking,2019/11/07,"1,039.18",-6.66,-0.6371%
Banking,2019/11/06,"1,045.84",-0.03,-0.0029%
Banking,2019/11/05,"1,045.87",0.40,0.0385%
Banking,2019/11/04,"1,045.47",-0.92,-0.0882%
Banking,2019/11/03,"1,046.39",-6.78,-0.644%
Banking,2019/10/31,"1,053.18",-3.49,-0.3303%
Banking,2019/10/24,"1,056.67",6.63,0.6319%
Banking,2019/10/23,"1,050.03",6.60,0.6322%
Banking,2019/10/22,"1,043.43",4.45,0.4285%
Banking,2019/10/21,"1,038.98",-1.88,-0.1805%
Banking,2019/10/20,"1,040.86",-3.93,-0.3761%
Banking,2019/10/17,"1,044.79",0.75,0.0722%
Banking,2019/10/16,"1,044.04",-4.98,-0.4748%
Banking,2019/10/15,"1,049.02",4.52,0.4331%
Banking,2019/10/14,"1,044.49",-13.45,-1.2715%
Banking,2019/10/10,"1,057.95",1.40,0.1326%
Banking,2019/10/03,"1,056.55",6.15,0.5859%
Banking,2019/10/02,"1,050.39",-4.57,-0.4331%
Banking,2019/10/01,"1,054.96",12.81,1.2295%
Banking,2019/09/30,"1,042.15",9.81,0.9505%
Banking,2019/09/29,"1,032.33",-4.44,-0.428%
Banking,2019/09/26,"1,036.77",-1.75,-0.1686%
Banking,2019/09/25,"1,038.52",-4.83,-0.4634%
Banking,2019/09/24,"1,043.36",-4.17,-0.3984%
Banking,2019/09/23,"1,047.53",0.44,0.0416%
Banking,2019/09/22,"1,047.09",-11.33,-1.0704%
Banking,2019/09/19,"1,058.42",-14.79,-1.3777%
Banking,2019/09/18,"1,073.21",18.70,1.7737%
Banking,2019/09/17,"1,054.51",21.07,2.039%
Banking,2019/09/16,"1,033.43",-13.07,-1.2486%
Banking,2019/09/15,"1,046.50",-19.69,-1.8467%
Banking,2019/09/12,"1,066.19",-2.79,-0.2606%
Banking,2019/09/11,"1,068.98",-1.75,-0.1638%
Banking,2019/09/10,"1,070.73",-1.75,-0.163%
Banking,2019/09/09,"1,072.48",-6.81,-0.6308%
Banking,2019/09/08,"1,079.29",-10.96,-1.0053%
Banking,2019/09/05,"1,090.25",-3.03,-0.2774%
Banking,2019/09/04,"1,093.28",6.10,0.5609%
Banking,2019/09/03,"1,087.18",18.98,1.7771%
Banking,2019/09/02,"1,068.20",-12.59,-1.165%
Banking,2019/09/01,"1,080.79",-7.14,-0.6558%
Banking,2019/08/29,"1,087.92",0.86,0.0793%
Banking,2019/08/28,"1,087.06",-9.58,-0.8737%
Banking,2019/08/27,"1,096.64",5.20,0.4761%
Banking,2019/08/26,"1,091.45",-4.85,-0.4422%
Banking,2019/08/25,"1,096.29",-1.66,-0.1508%
Banking,2019/08/22,"1,097.95",-0.71,-0.0644%
Banking,2019/08/21,"1,098.66",-0.04,-0.0038%
Banking,2019/08/20,"1,098.70",-6.83,-0.618%
Banking,2019/08/19,"1,105.53",7.33,0.6672%
Banking,2019/08/18,"1,098.20",-4.25,-0.3858%
Banking,2019/08/15,"1,102.46",-2.33,-0.2111%
Banking,2019/08/14,"1,104.79",-6.49,-0.5842%
Banking,2019/08/13,"1,111.28",-1.31,-0.1175%
Banking,2019/08/12,"1,112.59",-0.42,-0.0377%
Banking,2019/08/11,"1,113.01",-5.03,-0.4498%
Banking,2019/08/08,"1,118.04",-5.54,-0.4927%
Banking,2019/08/07,"1,123.57",2.96,0.2643%
Banking,2019/08/06,"1,120.61",-9.36,-0.8282%
Banking,2019/08/05,"1,129.97",-2.83,-0.2502%
Banking,2019/08/04,"1,132.80",-3.49,-0.3073%
Banking,2019/08/01,"1,136.30",-3.68,-0.323%
Banking,2019/07/31,"1,139.98",2.03,0.1785%
Banking,2019/07/30,"1,137.95",2.85,0.2511%
Banking,2019/07/29,"1,135.10",2.59,0.2289%
Banking,2019/07/28,"1,132.51",-15.92,-1.386%
Banking,2019/07/25,"1,148.42",-12.56,-1.0815%
Banking,2019/07/24,"1,160.98",6.23,0.5398%
Banking,2019/07/23,"1,154.75",6.97,0.6071%
Banking,2019/07/22,"1,147.78",2.34,0.2043%
Banking,2019/07/21,"1,145.44",-2.95,-0.2567%
Banking,2019/07/18,"1,148.39",-1.35,-0.1172%
Banking,2019/07/17,"1,149.73",16.69,1.4732%
Banking,2019/07/16,"1,133.04",4.13,0.3659%
Banking,2019/07/15,"1,128.91",2.76,0.2447%
Banking,2019/07/14,"1,126.15",-0.61,-0.0544%
Banking,2019/07/11,"1,126.77",1.90,0.1686%
Banking,2019/07/10,"1,124.87",1.78,0.1583%
Banking,2019/07/09,"1,123.09",3.87,0.3461%
Banking,2019/07/08,"1,119.22",-9.49,-0.8408%
Banking,2019/07/07,"1,128.71",-6.70,-0.5901%
Banking,2019/07/04,"1,135.41",-6.59,-0.5773%
Banking,2019/07/03,"1,142.00",13.76,1.2193%
Banking,2019/07/02,"1,128.25",11.42,1.0227%
Banking,2019/07/01,"1,116.82",-3.54,-0.3162%
Banking,2019/06/30,"1,120.37",-11.85,-1.0468%
Banking,2019/06/27,"1,132.22",0.72,0.064%
Banking,2019/06/26,"1,131.50",-3.23,-0.2845%
Banking,2019/06/25,"1,134.72",1.39,0.1223%
Banking,2019/06/24,"1,133.34",4.34,0.3844%
Banking,2019/06/23,"1,129.00",-6.92,-0.6094%
Banking,2019/06/20,"1,135.92",6.90,0.6111%
Banking,2019/06/19,"1,129.02",-1.06,-0.0939%
Banking,2019/06/18,"1,130.08",0.44,0.0385%
Banking,2019/06/17,"1,129.65",1.70,0.1507%
Banking,2019/06/16,"1,127.95",-7.13,-0.6281%
Banking,2019/06/13,"1,135.08",-2.09,-0.1836%
Banking,2019/06/12,"1,137.16",-3.02,-0.2652%
Banking,2019/06/11,"1,140.19",2.46,0.2165%
Banking,2019/06/10,"1,137.72",-5.62,-0.49%
Banking,2019/06/06,"1,143.34",-5.62,-0.4889%
Banking,2019/06/04,"1,148.95",-2.87,-0.2492%
Banking,2019/06/03,"1,151.82",-11.07,-0.952%
Banking,2019/06/02,"1,162.89",-13.77,-1.1702%
Banking,2019/05/30,"1,176.66",10.95,0.9395%
Banking,2019/05/29,"1,165.71",7.07,0.6098%
Banking,2019/05/28,"1,158.64",1.79,0.1545%
Banking,2019/05/27,"1,156.86",-0.96,-0.0826%
Banking,2019/05/26,"1,157.81",-9.60,-0.8227%
Banking,2019/05/23,"1,167.42",-0.95,-0.081%
Banking,2019/05/22,"1,168.36",2.59,0.2219%
Banking,2019/05/21,"1,165.78",0.08,0.0069%
Banking,2019/05/20,"1,165.70",-7.27,-0.62%
Banking,2019/05/19,"1,172.97",-4.22,-0.3586%
Banking,2019/05/16,"1,177.19",-8.24,-0.695%
Banking,2019/05/15,"1,185.43",9.86,0.8388%
Banking,2019/05/14,"1,175.57",14.14,1.2172%
Banking,2019/05/13,"1,161.43",0.82,0.0704%
Banking,2019/05/12,"1,160.61",-0.56,-0.0484%
Banking,2019/05/09,"1,161.18",-8.31,-0.7105%
Banking,2019/05/08,"1,169.49",-5.83,-0.4959%
Banking,2019/05/07,"1,175.31",-2.56,-0.2171%
Banking,2019/05/06,"1,177.87",29.61,2.5791%
Banking,2019/05/05,"1,148.26",-16.02,-1.3763%
Banking,2019/05/02,"1,164.28",-6.76,-0.5771%
Banking,2019/04/30,"1,171.04",-9.82,-0.832%
Banking,2019/04/29,"1,180.86",-7.80,-0.6562%
Banking,2019/04/28,"1,188.66",-9.02,-0.7534%
Banking,2019/04/25,"1,197.69",10.09,0.8498%
Banking,2019/04/24,"1,187.59",27.20,2.344%
Banking,2019/04/23,"1,160.40",6.66,0.577%
Banking,2019/04/22,"1,153.74",-13.89,-1.1896%
Banking,2019/04/21,"1,167.63",45.94,4.0952%
Banking,2019/04/18,"1,121.69",25.35,2.3125%
Banking,2019/04/17,"1,096.34",8.93,0.821%
Banking,2019/04/16,"1,087.41",29.41,2.7797%
Banking,2019/04/15,"1,058.00",5.89,0.5595%
Banking,2019/04/11,"1,052.12",0.55,0.052%
Banking,2019/04/10,"1,051.57",2.96,0.2821%
Banking,2019/04/09,"1,048.61",-9.36,-0.8842%
Banking,2019/04/08,"1,057.97",4.98,0.4731%
Banking,2019/04/07,"1,052.98",28.19,2.7506%
Banking,2019/04/04,"1,024.80",0.95,0.0925%
Banking,2019/04/03,"1,023.85",4.53,0.4443%
Banking,2019/04/02,"1,019.32",19.67,1.9674%
Banking,2019/04/01,999.65,10.15,1.026%
Banking,2019/03/31,989.50,0.22,0.0219%
Banking,2019/03/28,989.29,1.38,0.1397%
Banking,2019/03/27,987.00,0.62,0.0628%
Banking,2019/03/26,986.38,1.16,0.1181%
Banking,2019/03/25,985.21,4.73,0.4826%
Banking,2019/03/24,980.48,-4.65,-0.4716%
Banking,2019/03/21,985.13,-7.19,-0.7242%
Banking,2019/03/19,992.31,-6.75,-0.6754%
Banking,2019/03/18,999.06,-6.37,-0.634%
Banking,2019/03/17,"1,005.43",7.61,0.763%
Banking,2019/03/14,997.96,4.59,0.4625%
Banking,2019/03/13,993.36,-10.58,-1.0541%
Banking,2019/03/12,"1,003.94",22.28,2.2701%
Banking,2019/03/11,981.66,17.18,1.7814%
Banking,2019/03/10,964.57,1.34,0.1389%
Banking,2019/03/07,963.23,13.92,1.4666%
Banking,2019/03/06,949.31,7.23,0.7674%
Banking,2019/03/05,942.08,2.04,0.2172%
Banking,2019/03/03,940.03,-6.59,-0.6964%
Banking,2019/02/27,946.63,2.89,0.3065%
Banking,2019/02/26,943.73,-4.60,-0.4855%
Banking,2019/02/25,948.34,4.07,0.4312%
Banking,2019/02/24,944.27,-9.01,-0.9447%
Banking,2019/02/21,953.27,1.32,0.1388%
Banking,2019/02/20,951.95,-8.71,-0.9069%
Banking,2019/02/19,960.66,14.69,1.553%
Banking,2019/02/18,945.97,-8.30,-0.8701%
Banking,2019/02/17,954.28,-0.92,-0.0967%
Banking,2019/02/14,955.20,-5.68,-0.5913%
Banking,2019/02/13,960.88,-6.67,-0.6891%
Banking,2019/02/12,967.55,-0.47,-0.0482%
Banking,2019/02/11,968.01,-1.48,-0.1522%
Banking,2019/02/10,969.49,-6.72,-0.6889%
Banking,2019/02/07,976.22,2.25,0.2311%
Banking,2019/02/06,973.96,-5.84,-0.5963%
Banking,2019/02/05,979.81,2.38,0.2438%
Banking,2019/02/04,977.42,-6.19,-0.6294%
Banking,2019/02/03,983.50,-5.64,-0.5698%
Banking,2019/01/31,989.14,1.13,0.1142%
Banking,2019/01/30,988.01,1.55,0.1572%
Banking,2019/01/29,986.46,-3.17,-0.3203%
Banking,2019/01/28,989.63,0.99,0.1006%
Banking,2019/01/27,988.64,-8.39,-0.8419%
Banking,2019/01/24,997.03,-1.99,-0.199%
Banking,2019/01/23,999.02,1.49,0.1495%
Banking,2019/01/22,997.53,0.43,0.0436%
Banking,2019/01/21,997.09,-4.62,-0.461%
Banking,2019/01/20,"1,001.74",-5.06,-0.5021%
Banking,2019/01/17,"1,006.79",-2.81,-0.2783%
Banking,2019/01/16,"1,009.60",-5.20,-0.5126%
Banking,2019/01/15,"1,014.80",5.04,0.4989%
Banking,2019/01/14,"1,009.76",-1.09,-0.1076%
Banking,2019/01/13,"1,010.85",-6.32,-0.621%
Banking,2019/01/10,"1,017.17",1.58,0.156%
Banking,2019/01/09,"1,015.59",2.43,0.2401%
Banking,2019/01/08,"1,013.15",-0.09,-0.009%
Banking,2019/01/07,"1,013.24",4.64,0.4599%
Banking,2019/01/06,"1,008.61",-6.86,-0.676%
Banking,2019/01/03,"1,015.47",-4.36,-0.4274%
Index Name,Date (AD),Index Value,Absolute Change,Percentage Change
Trading,2021/06/09,"4,187.91",78.93,1.9208%
Trading,2021/06/08,"4,108.99",19.27,0.4713%
Trading,2021/06/07,"4,089.71",-92.27,-2.2063%
Trading,2021/06/06,"4,181.98",-43.28,-1.0243%
Trading,2021/06/03,"4,225.26",-9.68,-0.2285%
Trading,2021/06/02,"4,234.94",15.12,0.3583%
Trading,2021/06/01,"4,174.95",-93.59,-2.1926%
Trading,2021/05/31,"4,268.54",-168.09,-3.7886%
Trading,2021/05/30,"4,436.63",-32.67,-0.7309%
Trading,2021/05/27,"4,469.29",281.53,6.7226%
Trading,2021/05/25,"4,187.77",40.25,0.9704%
Trading,2021/05/24,"4,139.67",-57.60,-1.3723%
Trading,2021/05/23,"4,196.17",40.78,0.9815%
Trading,2021/05/20,"4,155.38",-22.63,-0.5416%
Trading,2021/05/19,"4,178.01",35.72,0.8624%
Trading,2021/05/18,"4,142.29",76.80,1.8891%
Trading,2021/05/17,"4,056.25",7.11,0.1756%
Trading,2021/05/16,"4,049.14",51.81,1.2962%
Trading,2021/05/13,"3,982.48",-23.86,-0.5957%
Trading,2021/05/12,"4,006.34",-41.20,-1.0179%
Trading,2021/05/11,"4,047.54",221.67,5.7938%
Trading,2021/05/10,"3,825.88",19.61,0.5152%
Trading,2021/05/09,"3,806.27",-61.61,-1.5928%
Trading,2021/05/06,"3,867.88",-62.99,-1.6025%
Trading,2021/05/05,"3,930.87",9.41,0.2398%
Trading,2021/05/03,"3,828.53",-15.08,-0.3923%
Trading,2021/05/02,"3,843.61",79.28,2.106%
Trading,2021/04/29,"3,761.03",126.54,3.4815%
Trading,2021/04/28,"3,634.50",9.15,0.2524%
Trading,2021/04/27,"3,625.35",190.72,5.5529%
Trading,2021/04/26,"3,434.62",-127.35,-3.5752%
Trading,2021/04/25,"3,553.72",-113.55,-3.0963%
Trading,2021/04/22,"3,650.78",11.12,0.3055%
Trading,2021/04/21,"3,639.66",-1.65,-0.0453%
Trading,2021/04/20,"3,641.31",34.32,0.9514%
Trading,2021/04/19,"3,606.99",-107.90,-2.9045%
Trading,2021/04/18,"3,714.89",-125.39,-3.265%
Trading,2021/04/15,"3,840.27",-99.65,-2.5292%
Trading,2021/04/13,"3,939.92",69.29,1.7902%
Trading,2021/04/12,"3,870.63",-69.62,-1.7669%
Trading,2021/04/08,"3,940.25",-32.01,-0.8058%
Trading,2021/04/07,"3,972.26",-163.00,-3.9418%
Trading,2021/04/06,"4,135.26",-432.25,-9.4636%
Trading,2021/04/05,"4,567.51",132.65,2.991%
Trading,2021/04/04,"4,434.87",-203.59,-4.3891%
Trading,2021/04/01,"4,638.45",368.57,8.6318%
Trading,2021/03/31,"4,269.89",-98.99,-2.2658%
Trading,2021/03/30,"4,368.87",-29.70,-0.6751%
Trading,2021/03/29,"4,398.57",-212.83,-4.6152%
Trading,2021/03/25,"4,611.40",174.88,3.9418%
Trading,2021/03/24,"4,436.52",381.11,9.3975%
Trading,2021/03/23,"4,055.41",346.46,9.3412%
Trading,2021/03/22,"3,708.95",-16.50,-0.4428%
Trading,2021/03/21,"3,725.45",13.20,0.3555%
Trading,2021/03/18,"3,712.25",-39.60,-1.0554%
Trading,2021/03/17,"3,751.84",42.90,1.1565%
Trading,2021/03/16,"3,708.95",-72.59,-1.9196%
Trading,2021/03/15,"3,781.54",55.10,1.4787%
Trading,2021/03/14,"3,726.44",-213.16,-5.4106%
Trading,2021/03/10,"3,939.59",296.97,8.1525%
Trading,2021/03/09,"3,642.63",-49.82,-1.3494%
Trading,2021/03/07,"3,692.45",-181.48,-4.6846%
Trading,2021/03/04,"3,873.93",256.71,7.0969%
Trading,2021/03/03,"3,617.22",306.54,9.259%
Trading,2021/03/02,"3,310.68",278.49,9.1844%
Trading,2021/03/01,"3,032.19",97.34,3.3167%
Trading,2021/02/28,"2,934.85",-11.22,-0.3808%
Trading,2021/02/25,"2,946.07",-55.10,-1.8361%
Trading,2021/02/24,"3,001.18",1.65,0.055%
Trading,2021/02/23,"2,999.53",26.73,0.8991%
Trading,2021/02/22,"2,972.80",-92.72,-3.0246%
Trading,2021/02/21,"3,065.52",16.50,0.5411%
Trading,2021/02/18,"3,049.02",72.92,2.4502%
Trading,2021/02/17,"2,976.10",59.06,2.0248%
Trading,2021/02/16,"2,917.04",-37.95,-1.2841%
Trading,2021/02/15,"2,954.98",71.60,2.4833%
Trading,2021/02/14,"2,883.38",-23.76,-0.8172%
Trading,2021/02/11,"2,907.14",-40.59,-1.3768%
Trading,2021/02/10,"2,947.72",-97.67,-3.2071%
Trading,2021/02/09,"3,049.02",-49.49,-1.5974%
Trading,2021/02/08,"3,115.01",-3.96,-0.1269%
Trading,2021/02/07,"3,131.51",82.82,2.7166%
Trading,2021/02/04,"3,048.69",131.66,4.5133%
Trading,2021/02/03,"2,917.04",-65.99,-2.2123%
Trading,2021/02/02,"2,983.03",33.00,1.1185%
Trading,2021/02/01,"2,950.03",49.49,1.7064%
Trading,2021/01/31,"2,900.54",-19.96,-0.6835%
Trading,2021/01/28,"2,920.50",-4.98,-0.1703%
Trading,2021/01/27,"2,925.48",32.96,1.1394%
Trading,2021/01/26,"2,892.52",-92.42,-3.0961%
Trading,2021/01/25,"2,984.94",90.77,3.1362%
Trading,2021/01/24,"2,894.17",-73.35,-2.4717%
Trading,2021/01/21,"2,967.52",2.47,0.0832%
Trading,2021/01/20,"2,965.05",-8.92,-0.2998%
Trading,2021/01/19,"2,973.97",39.62,1.3502%
Trading,2021/01/18,"2,934.35",181.04,6.5753%
Trading,2021/01/17,"2,753.31",232.97,9.2434%
Trading,2021/01/13,"2,520.34",9.05,0.3605%
Trading,2021/01/12,"2,511.29",-15.40,-0.6095%
Trading,2021/01/11,"2,526.69",-13.30,-0.5236%
Trading,2021/01/10,"2,539.99",78.03,3.1693%
Trading,2021/01/07,"2,461.96",112.61,4.7931%
Trading,2021/01/06,"2,349.35",-20.99,-0.8853%
Trading,2021/01/05,"2,370.34",-146.57,-5.8232%
Trading,2021/01/04,"2,516.90",-3.77,-0.1498%
Trading,2021/01/03,"2,520.68",221.57,9.6372%
Trading,2020/12/31,"2,299.11",187.73,8.8913%
Trading,2020/12/30,"2,111.38",182.23,9.4459%
Trading,2020/12/29,"1,929.15",-3.22,-0.1665%
Trading,2020/12/28,"1,932.37",-48.65,-2.456%
Trading,2020/12/27,"1,971.13",-7.31,-0.3693%
Trading,2020/12/24,"1,978.43",16.97,0.8653%
Trading,2020/12/23,"1,961.46",-10.82,-0.5487%
Trading,2020/12/22,"1,972.28",77.48,4.0893%
Trading,2020/12/21,"1,894.80",-37.33,-1.9318%
Trading,2020/12/20,"1,932.12",-86.42,-4.2812%
Trading,2020/12/17,"2,018.54",-58.01,-2.7935%
Trading,2020/12/16,"2,076.55",24.16,1.1769%
Trading,2020/12/15,"2,052.39",-54.56,-2.5893%
Trading,2020/12/14,"2,106.95",161.76,8.316%
Trading,2020/12/13,"1,945.19",-29.86,-1.5121%
Trading,2020/12/10,"1,975.05",38.02,1.963%
Trading,2020/12/09,"1,937.03",-99.26,-4.8747%
Trading,2020/12/08,"2,036.29",-86.40,-4.0702%
Trading,2020/12/07,"2,122.69",130.90,6.572%
Trading,2020/12/06,"1,991.79",-159.54,-7.4158%
Trading,2020/12/03,"2,151.33",-160.42,-6.9392%
Trading,2020/12/02,"2,311.74",-16.63,-0.7141%
Trading,2020/12/01,"2,328.37",-107.64,-4.4187%
Trading,2020/11/30,"2,436.01",151.07,6.6115%
Trading,2020/11/29,"2,284.94",-35.37,-1.5246%
Trading,2020/11/26,"2,320.32",-130.66,-5.3309%
Trading,2020/11/25,"2,450.97",179.99,7.9257%
Trading,2020/11/24,"2,270.98",172.63,8.227%
Trading,2020/11/23,"2,098.35",29.17,1.4099%
Trading,2020/11/22,"2,069.18",-124.77,-5.6869%
Trading,2020/11/19,"2,193.95",198.40,9.9423%
Trading,2020/11/18,"1,995.54",181.08,9.9796%
Trading,2020/11/12,"1,814.47",164.71,9.984%
Trading,2020/11/11,"1,649.75",149.83,9.9895%
Trading,2020/11/10,"1,499.92",109.49,7.8744%
Trading,2020/11/09,"1,390.43",58.80,4.4155%
Trading,2020/11/08,"1,331.63",105.19,8.577%
Trading,2020/11/05,"1,226.44",-19.03,-1.5278%
Trading,2020/11/04,"1,245.47",25.31,2.0744%
Trading,2020/11/03,"1,220.16",55.92,4.803%
Trading,2020/11/02,"1,164.24",34.52,3.0554%
Trading,2020/11/01,"1,129.72",24.37,2.2048%
Trading,2020/10/29,"1,105.35",14.95,1.3711%
Trading,2020/10/28,"1,090.40",-8.83,-0.803%
Trading,2020/10/22,"1,099.23",9.33,0.8564%
Trading,2020/10/21,"1,089.89",23.40,2.1938%
Trading,2020/10/20,"1,066.50",2.96,0.278%
Trading,2020/10/19,"1,063.54",-1.69,-0.1586%
Trading,2020/10/18,"1,065.23",13.20,1.2545%
Trading,2020/10/15,"1,052.03",3.19,0.304%
Trading,2020/10/14,"1,048.84",-3.73,-0.3541%
Trading,2020/10/13,"1,052.57",1.49,0.1416%
Trading,2020/10/12,"1,051.08",2.16,0.2064%
Trading,2020/10/11,"1,048.92",-19.69,-1.8427%
Trading,2020/10/08,"1,068.61",-2.37,-0.2209%
Trading,2020/10/07,"1,070.97",6.90,0.648%
Trading,2020/10/06,"1,064.08",8.15,0.772%
Trading,2020/10/05,"1,055.93",-7.15,-0.6724%
Trading,2020/10/04,"1,073.11",15.77,1.4918%
Trading,2020/10/01,"1,057.33",19.53,1.8821%
Trading,2020/09/30,"1,037.80",-11.09,-1.0569%
Trading,2020/09/29,"1,048.89",-24.00,-2.2368%
Trading,2020/09/28,"1,072.88",-14.69,-1.3504%
Trading,2020/09/27,"1,087.57",-1.94,-0.1783%
Trading,2020/09/24,"1,089.51",70.85,6.9547%
Trading,2020/09/23,"1,018.67",5.72,0.5649%
Trading,2020/09/22,"1,003.71",-2.13,-0.2121%
Trading,2020/09/21,"1,005.84",-10.99,-1.0809%
Trading,2020/09/17,"1,016.83",6.56,0.6491%
Trading,2020/09/16,"1,010.27",20.93,2.1152%
Trading,2020/09/15,989.35,-13.75,-1.3705%
Trading,2020/09/14,"1,003.09",-1.06,-0.1051%
Trading,2020/09/13,"1,004.15",-29.22,-2.8272%
Trading,2020/09/10,"1,033.37",-30.21,-2.8401%
Trading,2020/09/09,"1,063.57",34.90,3.3923%
Trading,2020/09/08,"1,028.68",81.30,8.5814%
Trading,2020/09/07,947.38,22.96,2.4842%
Trading,2020/09/06,924.41,22.63,2.509%
Trading,2020/09/03,901.79,-9.71,-1.0657%
Trading,2020/09/02,911.50,15.84,1.7682%
Trading,2020/08/31,895.66,18.05,2.0572%
Trading,2020/08/30,877.60,18.07,2.1%
Trading,2020/08/27,859.54,-14.30,-1.6361%
Trading,2020/08/26,873.84,-1.13,-0.1291%
Trading,2020/08/25,874.97,-3.06,-0.3488%
Trading,2020/08/24,878.03,13.73,1.5881%
Trading,2020/08/23,864.31,-2.56,-0.2948%
Trading,2020/08/20,866.86,20.11,2.3755%
Trading,2020/08/19,846.75,-12.28,-1.4294%
Trading,2020/08/18,859.03,10.56,1.2444%
Trading,2020/08/17,848.47,7.13,0.8471%
Trading,2020/08/16,841.34,10.95,1.3185%
Trading,2020/08/13,830.39,0.53,0.0636%
Trading,2020/08/12,829.86,-4.93,-0.5906%
Trading,2020/08/11,834.79,-19.27,-2.2562%
Trading,2020/08/10,854.06,10.14,1.201%
Trading,2020/08/09,843.93,11.88,1.4276%
Trading,2020/08/06,832.05,-9.24,-1.0981%
Trading,2020/08/03,843.26,9.44,1.1321%
Trading,2020/08/02,833.82,-16.70,-1.9639%
Trading,2020/07/30,850.53,3.70,0.4364%
Trading,2020/07/29,846.83,-11.24,-1.3105%
Trading,2020/07/28,858.08,-17.32,-1.9781%
Trading,2020/07/27,875.39,-7.07,-0.8016%
Trading,2020/07/26,882.47,8.51,0.9737%
Trading,2020/07/23,873.96,7.94,0.9168%
Trading,2020/07/22,866.02,-7.94,-0.9085%
Trading,2020/07/21,873.96,21.84,2.5636%
Trading,2020/07/20,852.11,-37.85,-4.2531%
Trading,2020/07/16,889.96,13.91,1.5873%
Trading,2020/07/15,876.06,12.91,1.496%
Trading,2020/07/14,863.14,-14.57,-1.6601%
Trading,2020/07/13,877.72,16.43,1.9075%
Trading,2020/07/12,861.29,1.06,0.1227%
Trading,2020/07/09,860.23,-18.54,-2.1098%
Trading,2020/07/08,878.77,15.31,1.7731%
Trading,2020/07/07,863.46,34.61,4.1757%
Trading,2020/07/06,828.85,14.47,1.7774%
Trading,2020/07/01,889.60,33.48,3.9108%
Trading,2020/06/30,856.12,65.73,8.3154%
Trading,2020/06/29,790.40,39.34,5.238%
Trading,2020/05/13,751.06,-12.67,-1.659%
Trading,2020/03/22,763.73,-10.56,-1.3636%
Trading,2020/03/19,774.29,-1.36,-0.1757%
Trading,2020/03/18,775.65,24.38,3.2449%
Trading,2020/03/17,751.27,-49.48,-6.1787%
Trading,2020/03/16,800.75,2.48,0.3108%
Trading,2020/03/15,798.26,-43.79,-5.2%
Trading,2020/03/12,842.05,-12.09,-1.4154%
Trading,2020/03/11,854.14,65.47,8.3016%
Trading,2020/03/10,788.67,-67.31,-7.8634%
Trading,2020/03/05,855.98,-17.72,-2.0277%
Trading,2020/03/04,873.69,-2.97,-0.3386%
Trading,2020/03/03,876.66,-19.45,-2.1703%
Trading,2020/03/02,896.11,-24.76,-2.6888%
Trading,2020/03/01,920.87,-22.92,-2.4287%
Trading,2020/02/27,943.79,-48.43,-4.8811%
Trading,2020/02/26,992.22,0.95,0.0959%
Trading,2020/02/25,991.27,47.09,4.9874%
Trading,2020/02/24,944.18,-15.42,-1.6065%
Trading,2020/02/23,959.60,73.11,8.2466%
Trading,2020/02/20,886.49,-9.85,-1.0989%
Trading,2020/02/19,896.34,8.29,0.9334%
Trading,2020/02/18,888.05,2.95,0.3328%
Trading,2020/02/17,885.11,41.97,4.9777%
Trading,2020/02/16,843.14,11.02,1.3246%
Trading,2020/02/13,832.12,23.89,2.9564%
Trading,2020/02/12,808.22,13.45,1.6924%
Trading,2020/02/11,794.77,-10.67,-1.3252%
Trading,2020/02/10,805.45,8.42,1.0558%
Trading,2020/02/09,797.03,-5.64,-0.7025%
Trading,2020/02/06,802.67,-1.19,-0.1485%
Trading,2020/02/05,803.86,28.04,3.6146%
Trading,2020/02/04,775.82,-7.72,-0.985%
Trading,2020/02/03,783.54,-2.38,-0.3023%
Trading,2020/02/02,785.91,-0.62,-0.0792%
Trading,2020/01/30,786.54,-15.31,-1.9093%
Trading,2020/01/29,801.85,16.30,2.0753%
Trading,2020/01/28,785.54,-23.56,-2.9114%
Trading,2020/01/27,809.10,34.59,4.4659%
Trading,2020/01/26,774.51,-16.73,-2.1138%
Trading,2020/01/23,791.24,-11.66,-1.4519%
Trading,2020/01/22,802.89,-11.13,-1.3671%
Trading,2020/01/21,814.02,8.20,1.0182%
Trading,2020/01/20,805.82,-54.59,-6.3445%
Trading,2020/01/19,860.40,-7.98,-0.9193%
